transformer_id,transformer_code,substation_code,substation_name,feeder_code,feeder_name,rated_kva,age_years,is_metered,current_load_pct,current_oil_temp_c,current_health_score,current_failure_risk,current_status,longitude,latitude,num_consumers,manufacturer,cooling_type,installation_date,is_flood_prone,is_high_lightning,address_text,district,operational_status
bedc9d62-d183-4805-9052-a25723e5d9b4,100309,SS_106,Kamrup Metro Substation 106,FD_UNKNOWN,Unknown Feeder,250.0,6,False,68.3975945401896,33.6945271364143,72,0.2774,healthy,91.694464,26.1509561,24,Crompton,ONAN,2020-03-22,False,True,"Ward No. 6, Substation 106, Kamrup Metro",Kamrup Metro,IN_SERVICE
bf426830-2ddc-4baa-a5b0-487045408e67,100623,SS_136,Cachar Substation 136,FD_UNKNOWN,Unknown Feeder,200.0,24,True,65.6022271067068,33.3791111558326,76,0.2329,healthy,92.800264,24.83185,126,BHEL,ONAF,2002-01-16,False,False,"Ward No. 13, Substation 136, Cachar",Cachar,IN_SERVICE
d30ec0f4-53f3-4403-b1c7-e40221a3e8e0,2163,SS_133,Cachar Substation 133,FD_UNKNOWN,Unknown Feeder,25.0,8,False,68.331594864594,33.7693304015358,69,0.3086,healthy,92.5823275,24.8776801,22,Siemens,ONAF,2018-02-09,False,False,"Ward No. 13, Substation 133, Unknown",Unknown,IN_SERVICE
d3190e88-94e2-43c0-abde-61425a9430df,100932,SS_181,Sonitpur Substation 181,FD_UNKNOWN,Unknown Feeder,315.0,17,True,65.9897788765678,34.1571512559601,73,0.2605,healthy,92.7943335,26.6529164,33,BHEL,ONAN,2009-11-12,False,False,"Ward No. 11, Substation 181, Sonitpur",Sonitpur,IN_SERVICE
d3281c91-17cd-4ef0-9afc-13fd90672dd4,101217,SS_221,Karbi Anglong Substation 221,FD_UNKNOWN,Unknown Feeder,100.0,18,True,66.6189971559006,33.7886017665906,74,0.2569,healthy,93.4304437,25.8368818,41,Siemens,ONAF,2008-08-08,False,True,"Ward No. 13, Substation 221, Karbi Anglong",Karbi Anglong,IN_SERVICE
d3446156-5c0c-477d-b7ba-cc37e9634830,100021,SS_101,Kamrup Metro Substation 101,FD_UNKNOWN,Unknown Feeder,200.0,7,True,66.6509943401865,33.8938951942417,74,0.2567,healthy,91.7645922,26.1424488,84,BHEL,ONAN,2019-06-06,False,False,"Ward No. 13, Substation 101, Kamrup Metro",Kamrup Metro,IN_SERVICE
d43ecd8b-48b8-4aeb-97c9-c30c82f5456b,100065,SS_101,Kamrup Metro Substation 101,FD_UNKNOWN,Unknown Feeder,315.0,11,False,117.538460724079,93.5761540041256,22,0.7738,warning,91.7887959,26.1467609,70,BHEL,ONAF,2015-06-05,False,False,"Ward No. 9, Substation 101, Kamrup Metro",Kamrup Metro,IN_SERVICE
d4c48e50-0d8b-4a13-b9e7-061f6472aaa9,2109,SS_133,Cachar Substation 133,FD_UNKNOWN,Unknown Feeder,25.0,11,False,64.2650368679545,34.0430097466383,71,0.2841,healthy,92.4544688,24.9753592,93,Crompton,ONAN,2015-10-22,False,False,"Ward No. 11, Substation 133, Unknown",Unknown,IN_SERVICE
d5683f8d-d306-4ee1-ac7e-a14df79d32a5,100577,SS_134,Cachar Substation 134,FD_UNKNOWN,Unknown Feeder,63.0,13,True,70.2331557412133,33.4646150819356,74,0.2511,healthy,92.7928722,24.793674,29,BHEL,ONAN,2013-03-27,False,False,"Ward No. 11, Substation 134, Cachar",Cachar,IN_SERVICE
0a7bfb67-4cb2-4cec-a7c5-2f641fa609b8,100560,SS_134,Cachar Substation 134,FD_UNKNOWN,Unknown Feeder,315.0,6,True,65.8529151504687,33.6539247780758,73,0.2693,healthy,92.5730099,24.9684172,74,Siemens,ONAN,2020-08-20,False,False,"Ward No. 11, Substation 134, Cachar",Cachar,IN_SERVICE
0b59af88-618c-4365-afe7-c1f2d323a69e,468,SS_133,Cachar Substation 133,FD_UNKNOWN,Unknown Feeder,25.0,15,True,61.833364244546,34.2911186866886,74,0.2569,healthy,92.4379412,25.00333,45,Crompton,ONAF,2011-06-09,False,False,"Ward No. 13, Substation 133, Unknown",Unknown,IN_SERVICE
0ce5ad44-6937-471d-aa92-7c1a8011ffe5,2073,SS_133,Cachar Substation 133,FD_UNKNOWN,Unknown Feeder,25.0,9,True,65.5515971999188,33.5410612168588,69,0.3018,healthy,92.4840191,24.9887754,148,ABB,ONAF,2017-05-16,False,False,"Ward No. 1, Substation 133, Unknown",Unknown,IN_SERVICE
0f19a02e-c931-4093-b32b-0904aed76347,100660,SS_142,Karimganj Substation 142,FD_UNKNOWN,Unknown Feeder,25.0,10,True,68.9348094404787,33.5510159684968,67,0.3262,healthy,92.3090923,24.8828962,136,Voltamp,ONAN,2016-04-09,False,False,"Ward No. 12, Substation 142, Karimganj",Karimganj,IN_SERVICE
07b47c85-d843-4f51-86c8-ed8e0f322c8b,100692,SS_151,Jorhat Substation 151,FD_UNKNOWN,Unknown Feeder,200.0,14,False,68.8168152485878,32.8841919216404,72,0.2718,healthy,94.2235297,26.6077331,65,Siemens,ONAN,2012-09-17,False,False,"Ward No. 13, Substation 151, Jorhat",Jorhat,IN_SERVICE
07db850a-e6fd-40af-8d27-b98bd3d44603,100869,SS_171,Lakhimpur Substation 171,FD_UNKNOWN,Unknown Feeder,100.0,18,False,64.4170839035048,33.7038490934464,77,0.2223,healthy,94.0173698,27.2436702,75,Crompton,ONAN,2008-01-25,False,False,"Ward No. 1, Substation 171, Lakhimpur",Lakhimpur,IN_SERVICE
108a3be9-8de4-4595-a791-ac7f1c03ceb9,100923,SS_173,Lakhimpur Substation 173,FD_UNKNOWN,Unknown Feeder,315.0,21,False,67.1736583747546,33.719294346315,72,0.2742,healthy,93.9295187,27.1239777,59,BHEL,ONAN,2005-03-24,False,True,"Ward No. 13, Substation 173, Lakhimpur",Lakhimpur,IN_SERVICE
119a382a-0eae-43f1-90bd-f2eb65e53d45,2192,SS_133,Cachar Substation 133,FD_UNKNOWN,Unknown Feeder,25.0,27,False,120.94276449231,91.4537431431251,22,0.7748,warning,92.4242925,24.9725504,104,BHEL,ONAN,1999-09-15,True,False,"Ward No. 4, Substation 133, Unknown",Unknown,IN_SERVICE
11d6f363-6b7b-447e-b770-0430173798c0,1047,SS_133,Cachar Substation 133,FD_UNKNOWN,Unknown Feeder,25.0,15,True,62.8404352085691,33.7332032827692,69,0.3029,healthy,92.5550845,24.8852686,37,Voltamp,ONAN,2011-03-17,False,False,"Ward No. 3, Substation 133, Unknown",Unknown,IN_SERVICE
1271ad90-1165-4732-a36f-877444382b52,101302,SS_243,Barpeta Substation 243,FD_UNKNOWN,Unknown Feeder,63.0,11,False,68.5550472841435,33.5333923336744,72,0.2723,healthy,91.2715269,26.4766416,34,ABB,ONAN,2015-10-20,False,False,"Ward No. 11, Substation 243, Barpeta",Barpeta,IN_SERVICE
1294df26-6f8b-45cc-9e61-4db94f977e5d,101145,SS_202,Golaghat Substation 202,FD_UNKNOWN,Unknown Feeder,100.0,30,False,65.1778306248826,34.3036831217669,75,0.2445,healthy,93.820751,26.6970438,88,Siemens,ONAF,1996-04-27,False,False,"Ward No. 1, Substation 202, Golaghat",Golaghat,IN_SERVICE
12aaa1a6-9490-4332-8c1b-5f57de51feec,100931,SS_181,Sonitpur Substation 181,FD_UNKNOWN,Unknown Feeder,100.0,31,True,68.9638438877834,33.7672952709405,74,0.2559,healthy,92.7952152,26.6530733,110,ABB,ONAN,1995-02-24,False,False,"Ward No. 8, Substation 181, Sonitpur",Sonitpur,IN_SERVICE
19c91f06-daad-416b-849c-d861651c2bee,100221,SS_104,Kamrup Metro Substation 104,FD_UNKNOWN,Unknown Feeder,200.0,9,False,64.2907047158089,33.4319335259749,74,0.2563,healthy,91.6095382,26.1384696,96,BHEL,ONAF,2017-11-04,False,False,"Ward No. 11, Substation 104, Kamrup Metro",Kamrup Metro,IN_SERVICE
1c1fa00e-71c8-4e19-8c91-4f7ed01785a4,100098,SS_102,Kamrup Metro Substation 102,FD_UNKNOWN,Unknown Feeder,100.0,14,False,64.0475449631943,34.7870445551928,78,0.2181,healthy,91.786135,26.130908,75,Siemens,ONAN,2012-07-01,False,True,"Ward No. 1, Substation 102, Kamrup Metro",Kamrup Metro,IN_SERVICE
1c3bfe36-c112-4fa0-b145-1ce52e39bdba,100616,SS_136,Cachar Substation 136,FD_UNKNOWN,Unknown Feeder,200.0,9,True,67.3744403185727,33.7584781414469,75,0.2494,healthy,93.1387555,24.778685,21,Siemens,ONAN,2017-08-01,False,False,"Ward No. 1, Substation 136, Cachar",Cachar,IN_SERVICE
22948822-ae82-4108-b711-79709d6c63f4,160,SS_133,Cachar Substation 133,FD_UNKNOWN,Unknown Feeder,100.0,16,True,69.0743466758128,33.6021392449539,72,0.272,healthy,92.4590091,24.9745778,48,Crompton,ONAF,2010-11-03,False,True,"Ward No. 9, Substation 133, Unknown",Unknown,IN_SERVICE
23542851-5c9e-46ae-8db0-3df9e7179f2f,100653,SS_142,Karimganj Substation 142,FD_UNKNOWN,Unknown Feeder,100.0,9,False,64.9803784821807,33.9972988997369,78,0.2175,healthy,92.3624667,24.8677918,115,Voltamp,ONAF,2017-02-18,False,False,"Ward No. 3, Substation 142, Karimganj",Karimganj,IN_SERVICE
237bd232-6b30-4926-b1de-31ef4c99e7a4,100004,SS_101,Kamrup Metro Substation 101,FD_UNKNOWN,Unknown Feeder,250.0,16,True,66.7879368130062,33.9605815820619,76,0.2347,healthy,91.694464,26.1509561,108,Crompton,ONAF,2010-10-02,False,False,"Ward No. 14, Substation 101, Kamrup Metro",Kamrup Metro,IN_SERVICE
23c79963-6bad-4da4-be03-f7476c4c2e95,1028,SS_133,Cachar Substation 133,FD_UNKNOWN,Unknown Feeder,100.0,27,False,65.4199499415408,34.211856123997,75,0.2423,healthy,92.5728383,24.92543,63,BHEL,ONAF,1999-01-04,False,False,"Ward No. 13, Substation 133, Unknown",Unknown,IN_SERVICE
2471b2dd-ae36-442e-a274-e6d3be15ae12,504,SS_133,Cachar Substation 133,FD_UNKNOWN,Unknown Feeder,250.0,15,True,121.453821532596,94.6737502446528,23,0.7642,warning,92.5906105,24.9071669,148,Crompton,ONAN,2011-06-03,False,False,"Ward No. 8, Substation 133, Unknown",Unknown,IN_SERVICE
24753df7-d072-44ed-b688-7467314c56b0,2223,SS_133,Cachar Substation 133,FD_UNKNOWN,Unknown Feeder,25.0,6,False,65.8380981635546,33.9097134395128,71,0.284,healthy,92.5015992,24.9809245,79,Voltamp,ONAN,2020-10-24,False,False,"Ward No. 10, Substation 133, Unknown",Unknown,IN_SERVICE
24d52475-6091-4f1c-bf02-f661abad9f49,100586,SS_135,Cachar Substation 135,FD_UNKNOWN,Unknown Feeder,100.0,5,True,63.5077059378304,33.9206650021859,77,0.225,healthy,93.0153112,24.8244991,113,ABB,ONAN,2021-02-10,False,True,"Ward No. 6, Substation 135, Cachar",Cachar,IN_SERVICE
25606bcb-7d6f-40da-bc41-d4932dfdfede,100752,SS_161,Dibrugarh Substation 161,FD_UNKNOWN,Unknown Feeder,100.0,16,False,68.6402894056431,33.9500852205554,75,0.2423,healthy,94.9271375,27.4915127,146,Siemens,ONAN,2010-06-21,False,True,"Ward No. 7, Substation 161, Dibrugarh",Dibrugarh,IN_SERVICE
25d4c390-86e5-4055-9bc4-4a3d1d663d28,100861,SS_164,Dibrugarh Substation 164,FD_UNKNOWN,Unknown Feeder,200.0,11,False,64.0198966056208,33.5679298641142,77,0.2222,healthy,95.379983,27.485901,82,BHEL,ONAN,2015-09-10,False,False,"Ward No. 13, Substation 164, Dibrugarh",Dibrugarh,IN_SERVICE
2627187b-73ac-4dfb-97b1-ffad873263ec,100508,SS_133,Cachar Substation 133,FD_UNKNOWN,Unknown Feeder,100.0,10,True,67.6682187674276,34.4187189365381,74,0.2588,healthy,92.928747,24.944708,114,ABB,ONAN,2016-04-16,False,False,"Ward No. 14, Substation 133, Cachar",Cachar,IN_SERVICE
368d477d-e1f4-4d43-9644-8fc30977b819,100382,SS_121,Nagaon Substation 121,FD_UNKNOWN,Unknown Feeder,315.0,20,False,69.6549646843718,33.8239178979216,72,0.272,healthy,92.6644501,26.3564691,142,Voltamp,ONAN,2006-10-12,False,True,"Ward No. 12, Substation 121, Nagaon",Nagaon,IN_SERVICE
36f6dee6-713f-4f81-bb1f-f219347a22bc,100478,SS_124,Nagaon Substation 124,FD_UNKNOWN,Unknown Feeder,25.0,6,True,64.917197641451,33.4947597043552,70,0.2973,healthy,92.5153287,26.2457146,36,Crompton,ONAF,2020-07-05,False,True,"Ward No. 8, Substation 124, Nagaon",Nagaon,IN_SERVICE
37707844-0d56-4d6e-8a79-8f8a4c3c7c27,100256,SS_104,Kamrup Metro Substation 104,FD_UNKNOWN,Unknown Feeder,100.0,12,False,69.4475046298406,34.1391206875281,73,0.2672,healthy,91.6771799,26.2074223,59,BHEL,ONAN,2014-02-27,False,False,"Ward No. 12, Substation 104, Kamrup Metro",Kamrup Metro,IN_SERVICE
39f72930-ef0c-41df-8c50-6d10450d800b,100727,SS_152,Jorhat Substation 152,FD_UNKNOWN,Unknown Feeder,200.0,7,True,69.0141582804721,33.6455387881112,75,0.2466,healthy,94.220333,26.7515227,120,BHEL,ONAN,2019-11-18,True,True,"Ward No. 6, Substation 152, Jorhat",Jorhat,IN_SERVICE
3a19acf1-6ea7-41cf-80eb-19889e91e26f,101079,SS_193,Kokrajhar Substation 193,FD_UNKNOWN,Unknown Feeder,315.0,21,True,61.948395610386,33.5039817052632,73,0.2637,healthy,90.1302484,26.4106064,138,BHEL,ONAN,2005-08-22,False,False,"Ward No. 11, Substation 193, Kokrajhar",Kokrajhar,IN_SERVICE
3ce8715e-e953-45bf-9531-7a8ff40fc73c,100233,SS_104,Kamrup Metro Substation 104,FD_UNKNOWN,Unknown Feeder,63.0,14,False,67.3138074722562,32.7539868669225,73,0.2669,healthy,91.7629128,26.1702447,62,ABB,ONAN,2012-10-17,False,False,"Ward No. 1, Substation 104, Kamrup Metro",Kamrup Metro,IN_SERVICE
3e1606b9-bbce-438a-8312-ea5648b35a6a,100894,SS_171,Lakhimpur Substation 171,FD_UNKNOWN,Unknown Feeder,63.0,8,True,119.20950304905,92.2124632752104,26,0.7394,warning,94.201555,26.7575886,30,Voltamp,ONAN,2018-06-21,False,False,"Ward No. 12, Substation 171, Lakhimpur",Lakhimpur,IN_SERVICE
3ed60255-a1e6-4c8d-962a-fa056bc9fd53,100269,SS_104,Kamrup Metro Substation 104,FD_UNKNOWN,Unknown Feeder,200.0,26,False,68.9039606630432,34.3870908484664,72,0.2728,healthy,91.7691153,26.1658526,125,ABB,ONAF,2000-09-26,False,False,"Ward No. 6, Substation 104, Kamrup Metro",Kamrup Metro,IN_SERVICE
3edbc6a5-e43f-416b-b736-1170f7c694c0,236,SS_133,Cachar Substation 133,FD_UNKNOWN,Unknown Feeder,100.0,8,True,65.8519100516968,33.8220459754612,75,0.2473,healthy,92.5890967,24.9590683,141,Crompton,ONAF,2018-07-04,False,True,"Ward No. 10, Substation 133, Unknown",Unknown,IN_SERVICE
4376eecd-963c-4611-9977-5e4444550925,100150,SS_103,Kamrup Metro Substation 103,FD_UNKNOWN,Unknown Feeder,63.0,11,False,68.8685668736565,33.4708204679872,72,0.2791,healthy,91.7788063,26.1676312,122,ABB,ONAF,2015-11-27,False,False,"Ward No. 6, Substation 103, Kamrup Metro",Kamrup Metro,IN_SERVICE
4541b7dd-f401-40a5-9b0f-3cc66f817523,101333,SS_244,Barpeta Substation 244,FD_UNKNOWN,Unknown Feeder,200.0,21,False,67.2967555709641,33.2707265957506,73,0.27,healthy,91.2715269,26.4766416,121,ABB,ONAN,2005-11-18,False,False,"Ward No. 9, Substation 244, Barpeta",Barpeta,IN_SERVICE
45509d79-1107-4652-8f36-2beea0b7031d,101267,SS_241,Nalbari Substation 241,FD_UNKNOWN,Unknown Feeder,100.0,8,False,120.072886084057,91.9810552680994,26,0.7399,warning,91.4085688,26.4546178,105,Voltamp,ONAN,2018-08-09,False,False,"Ward No. 7, Substation 241, Nalbari",Nalbari,IN_SERVICE
458b17bd-c8ee-4264-9887-aa60a62d0832,513,SS_133,Cachar Substation 133,FD_UNKNOWN,Unknown Feeder,100.0,19,True,67.3138167254175,34.7466437590518,74,0.2503,healthy,92.5872981,24.9246221,33,BHEL,ONAN,2007-04-13,False,False,"Ward No. 2, Substation 133, Unknown",Unknown,IN_SERVICE
45a2c585-c5d4-4f23-a02d-2f5833ee576a,100007,SS_101,Kamrup Metro Substation 101,FD_UNKNOWN,Unknown Feeder,200.0,24,False,62.8363690021206,33.4710081653847,73,0.262,healthy,91.6963651,26.2171963,137,ABB,ONAF,2002-11-13,False,False,"Ward No. 13, Substation 101, Kamrup Metro",Kamrup Metro,IN_SERVICE
48786624-3003-44a0-9fcf-e0373b24f13e,342,SS_133,Cachar Substation 133,FD_UNKNOWN,Unknown Feeder,100.0,6,True,63.3231080648952,33.7159520608389,77,0.227,healthy,92.6618018,24.9221694,58,BHEL,ONAN,2020-06-17,True,False,"Ward No. 3, Substation 133, Unknown",Unknown,IN_SERVICE
4895adb3-3f1c-48f8-9576-9cec5f4ff3bd,100630,SS_141,Hailakandi Substation 141,FD_UNKNOWN,Unknown Feeder,100.0,23,True,62.3085673822636,34.0822637106058,80,0.1982,healthy,92.5647365,24.6739427,34,Siemens,ONAN,2003-05-17,False,False,"Ward No. 8, Substation 141, Hailakandi",Hailakandi,IN_SERVICE
4a163962-67d3-4f16-82d5-4d78ac057075,517,SS_133,Cachar Substation 133,FD_UNKNOWN,Unknown Feeder,100.0,24,True,65.4643400446472,33.021026535225,77,0.2276,healthy,92.5967586,24.9308471,57,ABB,ONAF,2002-06-03,False,False,"Ward No. 10, Substation 133, Unknown",Unknown,IN_SERVICE
4a2ca695-ca26-4dc4-bdac-385a1921e19e,2122,SS_133,Cachar Substation 133,FD_UNKNOWN,Unknown Feeder,25.0,10,True,71.1318503883541,33.6923912381113,67,0.3256,healthy,92.4823453,24.9591752,112,Siemens,ONAF,2016-03-22,False,False,"Ward No. 11, Substation 133, Unknown",Unknown,IN_SERVICE
4ae8dcd2-ee43-4f7d-a90c-a4894f1b9b81,2089,SS_133,Cachar Substation 133,FD_UNKNOWN,Unknown Feeder,16.0,18,False,67.3685159305904,33.885050113161,68,0.3171,healthy,92.54935,24.9901817,37,ABB,ONAN,2008-06-20,False,False,"Ward No. 6, Substation 133, Unknown",Unknown,IN_SERVICE
4aea0259-29ff-4ffa-9ca8-b0c04ccc0f95,101172,SS_211,Darrang Substation 211,FD_UNKNOWN,Unknown Feeder,63.0,10,False,66.1233099317481,34.2631201270923,72,0.2708,healthy,91.9573262,26.4130284,45,Voltamp,ONAF,2016-10-17,False,False,"Ward No. 9, Substation 211, Darrang",Darrang,IN_SERVICE
4b26c995-5143-4d5a-9137-d089056c63c9,100181,SS_103,Kamrup Metro Substation 103,FD_UNKNOWN,Unknown Feeder,500.0,10,False,68.3024541493588,33.9232147798186,70,0.2992,healthy,91.7312439,26.1669226,77,Crompton,ONAN,2016-05-03,True,False,"Ward No. 11, Substation 103, Kamrup Metro",Kamrup Metro,IN_SERVICE
a7964c42-2c59-4110-a550-c35c9f355945,100542,SS_133,Cachar Substation 133,FD_UNKNOWN,Unknown Feeder,100.0,12,False,65.7151324236669,34.3974974486128,76,0.2318,healthy,93.0111217,25.1821635,140,BHEL,ONAN,2014-08-09,False,False,"Ward No. 8, Substation 133, Cachar",Cachar,IN_SERVICE
a7c73f9c-5626-4b0d-8379-b586d37bf2f8,100855,SS_164,Dibrugarh Substation 164,FD_UNKNOWN,Unknown Feeder,100.0,23,False,67.8015699113819,33.6500330726467,73,0.2612,healthy,95.2712864,27.3659076,42,ABB,ONAF,2003-11-06,False,False,"Ward No. 7, Substation 164, Dibrugarh",Dibrugarh,IN_SERVICE
a7ca3775-dc67-43a4-bb37-41e80fa43897,101193,SS_211,Darrang Substation 211,FD_UNKNOWN,Unknown Feeder,100.0,10,False,66.4457640723431,33.4249029642046,74,0.2596,healthy,91.7151993,26.3186171,34,ABB,ONAN,2016-01-13,False,False,"Ward No. 5, Substation 211, Darrang",Darrang,IN_SERVICE
a7e6f7f9-cc71-4e70-883f-7bd3d46bc716,100132,SS_102,Kamrup Metro Substation 102,FD_UNKNOWN,Unknown Feeder,200.0,16,False,66.0523943986193,33.7404581850826,74,0.2512,healthy,91.763125,26.1702036,44,BHEL,ONAN,2010-10-01,False,False,"Ward No. 10, Substation 102, Kamrup Metro",Kamrup Metro,IN_SERVICE
a98cd42b-08d8-419c-82bd-0f2989f75dff,100765,SS_161,Dibrugarh Substation 161,FD_UNKNOWN,Unknown Feeder,250.0,14,False,64.69489103506,33.7946988873275,76,0.231,healthy,95.017022,27.509819,69,Siemens,ONAN,2012-05-07,False,False,"Ward No. 10, Substation 161, Dibrugarh",Dibrugarh,IN_SERVICE
aa24e20d-3d81-452d-a858-132962e42356,100568,SS_134,Cachar Substation 134,FD_UNKNOWN,Unknown Feeder,500.0,30,False,119.49691648206,91.9338720472687,19,0.8037,warning,92.3599259,24.871251,62,ABB,ONAN,1996-02-26,False,False,"Ward No. 14, Substation 134, Cachar",Cachar,IN_SERVICE
aa414dc7-33b3-426d-bc0b-5afd6ba3f797,100430,SS_122,Hojai Substation 122,FD_UNKNOWN,Unknown Feeder,25.0,38,False,66.4484355167201,34.276799213112,70,0.2945,healthy,92.9550879,25.9174131,52,Crompton,ONAF,1988-09-11,False,False,"Ward No. 3, Substation 122, Hojai",Hojai,IN_SERVICE
ae54f9fc-5875-4f1f-babc-f8c516b07572,100951,SS_181,Sonitpur Substation 181,FD_UNKNOWN,Unknown Feeder,100.0,17,False,65.5393854544501,33.6492941649855,76,0.2374,healthy,92.9650646,26.7363291,40,Siemens,ONAN,2009-11-24,False,True,"Ward No. 6, Substation 181, Sonitpur",Sonitpur,IN_SERVICE
af02208f-56d1-4155-80ec-93488125c1c7,101114,SS_201,Sivasagar Substation 201,FD_UNKNOWN,Unknown Feeder,500.0,15,False,69.0663565389747,34.2158366854213,72,0.2736,healthy,94.8014545,26.8451947,25,ABB,ONAF,2011-01-24,False,False,"Ward No. 5, Substation 201, Sivasagar",Sivasagar,IN_SERVICE
af49844e-cb84-46c0-8c0e-77d167a3e26f,369,SS_133,Cachar Substation 133,FD_UNKNOWN,Unknown Feeder,63.0,23,True,68.173658515315,34.1343635274234,70,0.292,healthy,92.6711184,24.8925486,70,ABB,ONAN,2003-08-14,True,False,"Ward No. 2, Substation 133, Unknown",Unknown,IN_SERVICE
afbd739d-6054-4972-8096-6875f8a5d0b4,101335,SS_244,Barpeta Substation 244,FD_UNKNOWN,Unknown Feeder,500.0,12,False,67.0667017674102,33.5690169896482,70,0.2961,healthy,90.9476536,26.847543,91,BHEL,ONAN,2014-01-16,False,False,"Ward No. 5, Substation 244, Barpeta",Barpeta,IN_SERVICE
afc6f4a6-85a0-4cdc-9335-3a71b52449f5,101060,SS_193,Kokrajhar Substation 193,FD_UNKNOWN,Unknown Feeder,250.0,10,True,121.154113093313,93.4286585208392,24,0.7576,warning,90.2634833,26.4079568,95,ABB,ONAN,2016-10-01,False,False,"Ward No. 8, Substation 193, Kokrajhar",Kokrajhar,IN_SERVICE
afd5e53c-4e7d-416c-a777-59fdcafdbf07,100722,SS_152,Jorhat Substation 152,FD_UNKNOWN,Unknown Feeder,200.0,9,True,68.7327883633216,34.1224856349643,70,0.2933,healthy,94.2010669,26.7385005,24,Siemens,ONAN,2017-10-01,False,False,"Ward No. 12, Substation 152, Jorhat",Jorhat,IN_SERVICE
affa4e70-a610-4132-b26b-6e39f0201574,101231,SS_221,Karbi Anglong Substation 221,FD_UNKNOWN,Unknown Feeder,200.0,20,False,64.8423687870941,33.7741070083485,74,0.2505,healthy,93.715467,25.9086408,79,Voltamp,ONAF,2006-10-17,False,False,"Ward No. 10, Substation 221, Karbi Anglong",Karbi Anglong,IN_SERVICE
b0030cb6-f80a-4eee-9bcf-a26281cb36cb,100645,SS_141,Hailakandi Substation 141,FD_UNKNOWN,Unknown Feeder,500.0,40,False,66.9893555169735,34.3664841271911,69,0.3042,healthy,92.5730321,24.8766476,36,Siemens,ONAN,1986-06-12,False,True,"Ward No. 1, Substation 141, Hailakandi",Hailakandi,IN_SERVICE
b043c250-308d-4f1d-b59a-16d46bacfd5e,1045,SS_133,Cachar Substation 133,FD_UNKNOWN,Unknown Feeder,25.0,32,False,65.1344232204425,33.3127291646903,68,0.3124,healthy,92.4855904,24.9638836,134,Siemens,ONAN,1994-10-09,False,True,"Ward No. 6, Substation 133, Unknown",Unknown,IN_SERVICE
b0d7c8fb-165d-474a-a9a6-52efd4754e96,101101,SS_201,Sivasagar Substation 201,FD_UNKNOWN,Unknown Feeder,100.0,9,True,65.4841155677347,33.8882011125437,74,0.2524,healthy,94.6428274,26.993347,50,Crompton,ONAF,2017-03-13,False,False,"Ward No. 11, Substation 201, Sivasagar",Sivasagar,IN_SERVICE
b0e1f8ab-7cec-4ec2-b3d8-48e50b7de5f3,100769,SS_161,Dibrugarh Substation 161,FD_UNKNOWN,Unknown Feeder,500.0,17,False,68.0591374113835,33.8956657431687,71,0.2822,healthy,94.8674266,27.3325337,96,Voltamp,ONAN,2009-06-08,False,False,"Ward No. 2, Substation 161, Dibrugarh",Dibrugarh,IN_SERVICE
b1ba776b-f315-4950-9fcb-f5634a0d87b0,100843,SS_163,Dibrugarh Substation 163,FD_UNKNOWN,Unknown Feeder,200.0,19,True,65.0300642146716,33.4926070083388,76,0.2381,healthy,95.3614383,27.4882355,145,Crompton,ONAF,2007-04-27,False,True,"Ward No. 2, Substation 163, Dibrugarh",Dibrugarh,IN_SERVICE
b1eaf992-f4dd-4ef8-a383-bd8381bb4459,101312,SS_243,Barpeta Substation 243,FD_UNKNOWN,Unknown Feeder,63.0,6,False,68.3866316727331,33.4516518886658,71,0.288,healthy,91.3702479,26.4880406,116,BHEL,ONAF,2020-07-07,False,True,"Ward No. 9, Substation 243, Barpeta",Barpeta,IN_SERVICE
b1ef9c0e-4dca-465e-b3c1-e873f253cd95,100720,SS_152,Jorhat Substation 152,FD_UNKNOWN,Unknown Feeder,200.0,17,False,63.3335942498152,33.6033796415729,75,0.2493,healthy,94.3079145,26.6721971,82,ABB,ONAF,2009-09-06,False,False,"Ward No. 5, Substation 152, Jorhat",Jorhat,IN_SERVICE
b2604c1f-51a0-4246-829d-df5a8bb3f560,100041,SS_101,Kamrup Metro Substation 101,FD_UNKNOWN,Unknown Feeder,63.0,18,True,123.231958553212,93.1510866698531,26,0.7397,warning,91.7118479,26.2876425,138,BHEL,ONAN,2008-05-11,False,False,"Ward No. 12, Substation 101, Kamrup Metro",Kamrup Metro,IN_SERVICE
b2be0d96-305d-462a-ac27-813c8bf04332,100340,SS_111,Kamrup Substation 111,FD_UNKNOWN,Unknown Feeder,315.0,18,False,69.5957588838099,33.3518870484593,71,0.29,healthy,91.6332286,26.4074926,31,ABB,ONAN,2008-04-04,False,False,"Ward No. 6, Substation 111, Kamrup",Kamrup,IN_SERVICE
b36c86e9-d3b7-4916-81a4-ca3348bd968f,100531,SS_133,Cachar Substation 133,FD_UNKNOWN,Unknown Feeder,250.0,10,False,63.1795051516964,33.7936087053839,75,0.2436,healthy,93.1387555,24.778685,93,Siemens,ONAN,2016-03-22,False,False,"Ward No. 3, Substation 133, Cachar",Cachar,IN_SERVICE
b37bf039-b94a-4ab1-9a55-e7de211ef9ec,100338,SS_111,Kamrup Substation 111,FD_UNKNOWN,Unknown Feeder,100.0,23,True,63.5387649165688,33.7283439774848,75,0.2472,healthy,91.6299793,26.421647,140,Siemens,ONAF,2003-03-15,False,False,"Ward No. 2, Substation 111, Kamrup",Kamrup,IN_SERVICE
