transformer_id,transformer_code,timestamp,load_percentage,voltage_lv,current_a,temperature_c
6a01b0b6-64b0-46b3-ad99-917314515fdf,100032,2026-08-04T20:00:07.939149+00:00,75.35,403.1,26.0,46.9
6a01b0b6-64b0-46b3-ad99-917314515fdf,100032,2026-08-04T21:00:07.939149+00:00,62.0,404.4,21.3,40.5
6a01b0b6-64b0-46b3-ad99-917314515fdf,100032,2026-08-04T22:00:07.939149+00:00,61.89,406.5,20.9,40.7
6a01b0b6-64b0-46b3-ad99-917314515fdf,100032,2026-08-04T23:00:07.939149+00:00,33.57,410.6,13.0,35.7
6a01b0b6-64b0-46b3-ad99-917314515fdf,100032,2026-08-05T00:00:07.939149+00:00,40.92,407.5,16.2,36.2
6a01b0b6-64b0-46b3-ad99-917314515fdf,100032,2026-08-05T01:00:07.939149+00:00,54.51,407.0,18.5,39.9
6a01b0b6-64b0-46b3-ad99-917314515fdf,100032,2026-08-05T02:00:07.939149+00:00,60.56,407.2,22.4,41.8
6a01b0b6-64b0-46b3-ad99-917314515fdf,100032,2026-08-05T03:00:07.939149+00:00,40.91,408.0,15.9,36.8
6a01b0b6-64b0-46b3-ad99-917314515fdf,100032,2026-08-05T04:00:07.939149+00:00,33.6,411.7,12.7,36.2
6a01b0b6-64b0-46b3-ad99-917314515fdf,100032,2026-08-05T05:00:07.939149+00:00,50.22,407.3,15.8,37.7
6a01b0b6-64b0-46b3-ad99-917314515fdf,100032,2026-08-05T06:00:07.939149+00:00,27.68,410.0,9.8,36.6
6a01b0b6-64b0-46b3-ad99-917314515fdf,100032,2026-08-05T07:00:07.939149+00:00,28.53,409.0,9.6,35.4
6a01b0b6-64b0-46b3-ad99-917314515fdf,100032,2026-08-05T08:00:07.939149+00:00,44.54,407.9,13.8,37.9
6a01b0b6-64b0-46b3-ad99-917314515fdf,100032,2026-08-05T09:00:07.939149+00:00,52.29,406.0,16.9,39.7
6a01b0b6-64b0-46b3-ad99-917314515fdf,100032,2026-08-05T10:00:07.939149+00:00,54.25,408.5,19.8,38.9
6a01b0b6-64b0-46b3-ad99-917314515fdf,100032,2026-08-05T11:00:07.939149+00:00,50.74,406.6,19.2,40.9
6a01b0b6-64b0-46b3-ad99-917314515fdf,100032,2026-08-05T12:00:07.939149+00:00,59.98,404.3,22.0,45.1
6a01b0b6-64b0-46b3-ad99-917314515fdf,100032,2026-08-05T13:00:07.939149+00:00,40.9,408.9,13.0,44.6
6a01b0b6-64b0-46b3-ad99-917314515fdf,100032,2026-08-05T14:00:07.939149+00:00,48.35,409.3,16.2,46.8
6a01b0b6-64b0-46b3-ad99-917314515fdf,100032,2026-08-05T15:00:07.939149+00:00,37.7,408.8,14.9,44.7
6a01b0b6-64b0-46b3-ad99-917314515fdf,100032,2026-08-05T16:00:07.939149+00:00,43.74,409.6,17.4,45.7
237bd232-6b30-4926-b1de-31ef4c99e7a4,100004,2026-08-04T17:00:07.939149+00:00,45.55,406.7,162.5,40.9
237bd232-6b30-4926-b1de-31ef4c99e7a4,100004,2026-08-04T18:00:07.939149+00:00,57.56,406.1,204.5,45.7
237bd232-6b30-4926-b1de-31ef4c99e7a4,100004,2026-08-04T19:00:07.939149+00:00,57.0,406.4,204.3,44.9
237bd232-6b30-4926-b1de-31ef4c99e7a4,100004,2026-08-04T20:00:07.939149+00:00,54.85,406.2,195.9,45.6
237bd232-6b30-4926-b1de-31ef4c99e7a4,100004,2026-08-04T21:00:07.939149+00:00,54.65,407.7,191.8,41.6
237bd232-6b30-4926-b1de-31ef4c99e7a4,100004,2026-08-04T22:00:07.939149+00:00,73.5,405.3,260.7,46.4
237bd232-6b30-4926-b1de-31ef4c99e7a4,100004,2026-08-04T23:00:07.939149+00:00,37.37,409.3,131.4,37.9
237bd232-6b30-4926-b1de-31ef4c99e7a4,100004,2026-08-05T00:00:07.939149+00:00,41.81,408.1,149.6,41.8
237bd232-6b30-4926-b1de-31ef4c99e7a4,100004,2026-08-05T01:00:07.939149+00:00,52.43,408.4,184.7,43.2
237bd232-6b30-4926-b1de-31ef4c99e7a4,100004,2026-08-05T02:00:07.939149+00:00,50.02,405.6,177.3,42.4
237bd232-6b30-4926-b1de-31ef4c99e7a4,100004,2026-08-05T03:00:07.939149+00:00,49.85,407.3,175.3,39.8
237bd232-6b30-4926-b1de-31ef4c99e7a4,100004,2026-08-05T04:00:07.939149+00:00,46.02,406.1,164.5,42.8
237bd232-6b30-4926-b1de-31ef4c99e7a4,100004,2026-08-05T05:00:07.939149+00:00,56.29,408.5,198.9,44.4
237bd232-6b30-4926-b1de-31ef4c99e7a4,100004,2026-08-05T06:00:07.939149+00:00,40.42,407.1,145.1,40.0
237bd232-6b30-4926-b1de-31ef4c99e7a4,100004,2026-08-05T07:00:07.939149+00:00,51.23,407.7,181.9,42.3
237bd232-6b30-4926-b1de-31ef4c99e7a4,100004,2026-08-05T08:00:07.939149+00:00,35.23,410.6,123.6,40.8
237bd232-6b30-4926-b1de-31ef4c99e7a4,100004,2026-08-05T09:00:07.939149+00:00,38.68,411.0,136.4,41.4
237bd232-6b30-4926-b1de-31ef4c99e7a4,100004,2026-08-05T10:00:07.939149+00:00,48.91,407.9,171.3,43.0
237bd232-6b30-4926-b1de-31ef4c99e7a4,100004,2026-08-05T11:00:07.939149+00:00,30.62,411.9,108.5,42.8
237bd232-6b30-4926-b1de-31ef4c99e7a4,100004,2026-08-05T12:00:07.939149+00:00,32.76,411.7,116.1,43.0
237bd232-6b30-4926-b1de-31ef4c99e7a4,100004,2026-08-05T13:00:07.939149+00:00,32.24,410.5,112.9,47.6
237bd232-6b30-4926-b1de-31ef4c99e7a4,100004,2026-08-05T14:00:07.939149+00:00,49.68,406.2,178.2,50.1
237bd232-6b30-4926-b1de-31ef4c99e7a4,100004,2026-08-05T15:00:07.939149+00:00,56.39,407.4,201.5,50.9
237bd232-6b30-4926-b1de-31ef4c99e7a4,100004,2026-08-05T16:00:07.939149+00:00,50.83,407.8,181.8,51.8
2abce79c-3bce-48f1-b0e6-87fb2c17d1ab,100530,2026-08-04T17:00:07.939149+00:00,43.22,407.9,61.2,42.8
2abce79c-3bce-48f1-b0e6-87fb2c17d1ab,100530,2026-08-04T18:00:07.939149+00:00,57.16,406.0,80.4,46.9
2abce79c-3bce-48f1-b0e6-87fb2c17d1ab,100530,2026-08-04T19:00:07.939149+00:00,77.66,405.3,111.5,50.5
2abce79c-3bce-48f1-b0e6-87fb2c17d1ab,100530,2026-08-04T20:00:07.939149+00:00,48.77,407.3,69.7,43.6
2abce79c-3bce-48f1-b0e6-87fb2c17d1ab,100530,2026-08-04T21:00:07.939149+00:00,58.24,406.3,81.1,44.3
2abce79c-3bce-48f1-b0e6-87fb2c17d1ab,100530,2026-08-04T22:00:07.939149+00:00,66.69,404.3,96.8,50.2
2abce79c-3bce-48f1-b0e6-87fb2c17d1ab,100530,2026-08-04T23:00:07.939149+00:00,56.99,405.2,79.2,44.4
2abce79c-3bce-48f1-b0e6-87fb2c17d1ab,100530,2026-08-05T00:00:07.939149+00:00,46.99,406.7,66.0,41.7
2abce79c-3bce-48f1-b0e6-87fb2c17d1ab,100530,2026-08-05T01:00:07.939149+00:00,54.75,408.2,77.6,47.4
2abce79c-3bce-48f1-b0e6-87fb2c17d1ab,100530,2026-08-05T02:00:07.939149+00:00,45.65,407.3,63.2,45.1
2abce79c-3bce-48f1-b0e6-87fb2c17d1ab,100530,2026-08-05T03:00:07.939149+00:00,54.29,408.1,78.2,43.0
2abce79c-3bce-48f1-b0e6-87fb2c17d1ab,100530,2026-08-05T04:00:07.939149+00:00,53.47,405.5,75.9,47.4
2abce79c-3bce-48f1-b0e6-87fb2c17d1ab,100530,2026-08-05T05:00:07.939149+00:00,28.78,411.3,40.5,40.0
2abce79c-3bce-48f1-b0e6-87fb2c17d1ab,100530,2026-08-05T06:00:07.939149+00:00,51.5,406.7,74.4,45.9
2abce79c-3bce-48f1-b0e6-87fb2c17d1ab,100530,2026-08-05T07:00:07.939149+00:00,48.33,408.2,68.9,42.7
2abce79c-3bce-48f1-b0e6-87fb2c17d1ab,100530,2026-08-05T08:00:07.939149+00:00,41.81,407.9,58.0,42.3
2abce79c-3bce-48f1-b0e6-87fb2c17d1ab,100530,2026-08-05T09:00:07.939149+00:00,51.21,407.5,73.5,45.9
2abce79c-3bce-48f1-b0e6-87fb2c17d1ab,100530,2026-08-05T10:00:07.939149+00:00,33.89,409.2,47.9,42.1
2abce79c-3bce-48f1-b0e6-87fb2c17d1ab,100530,2026-08-05T11:00:07.939149+00:00,47.44,408.7,67.7,50.3
2abce79c-3bce-48f1-b0e6-87fb2c17d1ab,100530,2026-08-05T12:00:07.939149+00:00,43.29,406.7,63.4,46.8
2abce79c-3bce-48f1-b0e6-87fb2c17d1ab,100530,2026-08-05T13:00:07.939149+00:00,55.55,408.0,79.6,53.5
2abce79c-3bce-48f1-b0e6-87fb2c17d1ab,100530,2026-08-05T14:00:07.939149+00:00,34.64,410.1,47.0,48.7
2abce79c-3bce-48f1-b0e6-87fb2c17d1ab,100530,2026-08-05T15:00:07.939149+00:00,43.33,407.5,63.0,53.6
2abce79c-3bce-48f1-b0e6-87fb2c17d1ab,100530,2026-08-05T16:00:07.939149+00:00,35.42,410.8,48.4,50.6
230f132c-4d43-468f-b58d-f06c6916234d,101087,2026-08-04T17:00:07.939149+00:00,46.22,406.6,164.5,41.5
230f132c-4d43-468f-b58d-f06c6916234d,101087,2026-08-04T18:00:07.939149+00:00,53.5,408.9,188.3,40.4
230f132c-4d43-468f-b58d-f06c6916234d,101087,2026-08-04T19:00:07.939149+00:00,53.07,405.8,190.5,43.0
230f132c-4d43-468f-b58d-f06c6916234d,101087,2026-08-04T20:00:07.939149+00:00,68.36,406.6,242.0,45.5
230f132c-4d43-468f-b58d-f06c6916234d,101087,2026-08-04T21:00:07.939149+00:00,66.86,403.7,238.5,48.0
230f132c-4d43-468f-b58d-f06c6916234d,101087,2026-08-04T22:00:07.939149+00:00,73.81,402.7,264.6,46.4
230f132c-4d43-468f-b58d-f06c6916234d,101087,2026-08-04T23:00:07.939149+00:00,52.81,405.9,188.5,40.2
230f132c-4d43-468f-b58d-f06c6916234d,101087,2026-08-05T00:00:07.939149+00:00,42.78,410.4,150.1,40.6
230f132c-4d43-468f-b58d-f06c6916234d,101087,2026-08-05T01:00:07.939149+00:00,46.37,406.4,165.8,39.1
230f132c-4d43-468f-b58d-f06c6916234d,101087,2026-08-05T02:00:07.939149+00:00,38.87,410.2,137.4,38.7
230f132c-4d43-468f-b58d-f06c6916234d,101087,2026-08-05T03:00:07.939149+00:00,46.58,409.5,164.2,39.3
230f132c-4d43-468f-b58d-f06c6916234d,101087,2026-08-05T04:00:07.939149+00:00,32.9,411.4,114.6,37.2
230f132c-4d43-468f-b58d-f06c6916234d,101087,2026-08-05T05:00:07.939149+00:00,46.24,409.0,162.3,40.6
230f132c-4d43-468f-b58d-f06c6916234d,101087,2026-08-05T06:00:07.939149+00:00,38.64,407.8,138.0,41.5
230f132c-4d43-468f-b58d-f06c6916234d,101087,2026-08-05T07:00:07.939149+00:00,52.36,408.2,184.0,44.1
230f132c-4d43-468f-b58d-f06c6916234d,101087,2026-08-05T08:00:07.939149+00:00,27.45,411.0,95.5,39.4
230f132c-4d43-468f-b58d-f06c6916234d,101087,2026-08-05T09:00:07.939149+00:00,51.74,405.8,183.9,40.9
230f132c-4d43-468f-b58d-f06c6916234d,101087,2026-08-05T10:00:07.939149+00:00,36.64,410.9,129.3,37.2
230f132c-4d43-468f-b58d-f06c6916234d,101087,2026-08-05T11:00:07.939149+00:00,38.17,411.1,132.9,48.1
230f132c-4d43-468f-b58d-f06c6916234d,101087,2026-08-05T12:00:07.939149+00:00,28.15,410.2,100.8,42.7
230f132c-4d43-468f-b58d-f06c6916234d,101087,2026-08-05T13:00:07.939149+00:00,34.45,410.5,122.6,43.7
230f132c-4d43-468f-b58d-f06c6916234d,101087,2026-08-05T14:00:07.939149+00:00,51.42,406.8,181.8,50.5
230f132c-4d43-468f-b58d-f06c6916234d,101087,2026-08-05T15:00:07.939149+00:00,34.61,409.8,121.3,41.5
230f132c-4d43-468f-b58d-f06c6916234d,101087,2026-08-05T16:00:07.939149+00:00,47.83,407.4,169.1,44.1
232778a1-ad34-4e41-aea6-b8157424654c,100901,2026-08-04T17:00:07.939149+00:00,47.3,408.4,65.2,50.8
232778a1-ad34-4e41-aea6-b8157424654c,100901,2026-08-04T18:00:07.939149+00:00,73.81,404.0,104.0,54.3
232778a1-ad34-4e41-aea6-b8157424654c,100901,2026-08-04T19:00:07.939149+00:00,73.94,405.7,104.0,56.9
232778a1-ad34-4e41-aea6-b8157424654c,100901,2026-08-04T20:00:07.939149+00:00,62.81,406.3,91.1,50.2
232778a1-ad34-4e41-aea6-b8157424654c,100901,2026-08-04T21:00:07.939149+00:00,75.34,404.4,106.3,55.3
232778a1-ad34-4e41-aea6-b8157424654c,100901,2026-08-04T22:00:07.939149+00:00,71.47,403.5,101.8,57.5
232778a1-ad34-4e41-aea6-b8157424654c,100901,2026-08-04T23:00:07.939149+00:00,36.85,409.8,53.8,50.0
232778a1-ad34-4e41-aea6-b8157424654c,100901,2026-08-05T00:00:07.939149+00:00,29.53,411.2,42.1,47.0
232778a1-ad34-4e41-aea6-b8157424654c,100901,2026-08-05T01:00:07.939149+00:00,40.12,408.7,56.7,48.7
232778a1-ad34-4e41-aea6-b8157424654c,100901,2026-08-05T02:00:07.939149+00:00,36.42,410.8,50.3,48.6
232778a1-ad34-4e41-aea6-b8157424654c,100901,2026-08-05T03:00:07.939149+00:00,55.66,404.9,79.8,49.2
232778a1-ad34-4e41-aea6-b8157424654c,100901,2026-08-05T04:00:07.939149+00:00,37.23,411.2,52.3,45.8
232778a1-ad34-4e41-aea6-b8157424654c,100901,2026-08-05T05:00:07.939149+00:00,31.6,408.8,43.8,46.3
232778a1-ad34-4e41-aea6-b8157424654c,100901,2026-08-05T06:00:07.939149+00:00,36.25,410.8,52.9,46.8
232778a1-ad34-4e41-aea6-b8157424654c,100901,2026-08-05T07:00:07.939149+00:00,36.22,407.8,50.7,46.8
232778a1-ad34-4e41-aea6-b8157424654c,100901,2026-08-05T08:00:07.939149+00:00,38.42,410.2,54.7,47.9
232778a1-ad34-4e41-aea6-b8157424654c,100901,2026-08-05T09:00:07.939149+00:00,44.1,410.3,60.6,51.2
232778a1-ad34-4e41-aea6-b8157424654c,100901,2026-08-05T10:00:07.939149+00:00,38.03,410.9,55.0,48.8
232778a1-ad34-4e41-aea6-b8157424654c,100901,2026-08-05T11:00:07.939149+00:00,51.41,407.4,72.8,54.7
232778a1-ad34-4e41-aea6-b8157424654c,100901,2026-08-05T12:00:07.939149+00:00,53.72,405.4,77.5,58.5
232778a1-ad34-4e41-aea6-b8157424654c,100901,2026-08-05T13:00:07.939149+00:00,39.96,409.5,56.9,52.5
232778a1-ad34-4e41-aea6-b8157424654c,100901,2026-08-05T14:00:07.939149+00:00,26.14,411.3,38.1,53.8
232778a1-ad34-4e41-aea6-b8157424654c,100901,2026-08-05T15:00:07.939149+00:00,30.32,410.2,42.6,56.8
232778a1-ad34-4e41-aea6-b8157424654c,100901,2026-08-05T16:00:07.939149+00:00,49.56,408.1,69.9,53.2
0ddc7271-72b9-4f43-a8dd-8ff2b1969b00,100320,2026-08-04T17:00:07.939149+00:00,45.71,408.0,130.1,38.8
0ddc7271-72b9-4f43-a8dd-8ff2b1969b00,100320,2026-08-04T18:00:07.939149+00:00,59.64,406.7,167.5,39.9
0ddc7271-72b9-4f43-a8dd-8ff2b1969b00,100320,2026-08-04T19:00:07.939149+00:00,78.59,402.4,225.9,48.5
0ddc7271-72b9-4f43-a8dd-8ff2b1969b00,100320,2026-08-04T20:00:07.939149+00:00,48.37,408.4,137.1,38.7
0ddc7271-72b9-4f43-a8dd-8ff2b1969b00,100320,2026-08-04T21:00:07.939149+00:00,77.59,404.9,222.3,45.2
0ddc7271-72b9-4f43-a8dd-8ff2b1969b00,100320,2026-08-04T22:00:07.939149+00:00,64.96,405.2,187.0,42.7
0ddc7271-72b9-4f43-a8dd-8ff2b1969b00,100320,2026-08-04T23:00:07.939149+00:00,27.31,410.5,77.9,37.3
0ddc7271-72b9-4f43-a8dd-8ff2b1969b00,100320,2026-08-05T00:00:07.939149+00:00,35.46,408.4,98.6,36.6
0ddc7271-72b9-4f43-a8dd-8ff2b1969b00,100320,2026-08-05T01:00:07.939149+00:00,56.61,408.4,161.5,39.1
0ddc7271-72b9-4f43-a8dd-8ff2b1969b00,100320,2026-08-05T02:00:07.939149+00:00,43.02,410.0,119.6,39.0
0ddc7271-72b9-4f43-a8dd-8ff2b1969b00,100320,2026-08-05T03:00:07.939149+00:00,33.81,410.9,95.2,36.2
0ddc7271-72b9-4f43-a8dd-8ff2b1969b00,100320,2026-08-05T04:00:07.939149+00:00,54.04,405.4,154.6,40.6
0ddc7271-72b9-4f43-a8dd-8ff2b1969b00,100320,2026-08-05T05:00:07.939149+00:00,53.41,405.6,153.6,41.2
0ddc7271-72b9-4f43-a8dd-8ff2b1969b00,100320,2026-08-05T06:00:07.939149+00:00,60.26,404.9,172.9,39.1
0ddc7271-72b9-4f43-a8dd-8ff2b1969b00,100320,2026-08-05T07:00:07.939149+00:00,44.0,407.4,123.6,36.5
0ddc7271-72b9-4f43-a8dd-8ff2b1969b00,100320,2026-08-05T08:00:07.939149+00:00,50.01,405.6,142.2,38.1
0ddc7271-72b9-4f43-a8dd-8ff2b1969b00,100320,2026-08-05T09:00:07.939149+00:00,57.15,404.7,162.4,39.6
0ddc7271-72b9-4f43-a8dd-8ff2b1969b00,100320,2026-08-05T10:00:07.939149+00:00,51.61,406.2,145.8,38.2
0ddc7271-72b9-4f43-a8dd-8ff2b1969b00,100320,2026-08-05T11:00:07.939149+00:00,50.76,406.3,142.6,46.7
0ddc7271-72b9-4f43-a8dd-8ff2b1969b00,100320,2026-08-05T12:00:07.939149+00:00,48.39,409.3,135.4,46.3
0ddc7271-72b9-4f43-a8dd-8ff2b1969b00,100320,2026-08-05T13:00:07.939149+00:00,48.59,409.4,136.9,43.5
0ddc7271-72b9-4f43-a8dd-8ff2b1969b00,100320,2026-08-05T14:00:07.939149+00:00,51.9,406.2,149.0,48.0
0ddc7271-72b9-4f43-a8dd-8ff2b1969b00,100320,2026-08-05T15:00:07.939149+00:00,50.22,405.9,142.3,44.1
0ddc7271-72b9-4f43-a8dd-8ff2b1969b00,100320,2026-08-05T16:00:07.939149+00:00,39.79,408.7,112.6,45.7
109d4ec4-502c-4e84-90f4-65324af85982,202,2026-08-04T17:00:07.939149+00:00,81.37,386.5,17.8,57.6
109d4ec4-502c-4e84-90f4-65324af85982,202,2026-08-04T18:00:07.939149+00:00,100.93,380.4,22.7,72.0
109d4ec4-502c-4e84-90f4-65324af85982,202,2026-08-04T19:00:07.939149+00:00,96.82,379.0,23.7,69.3
109d4ec4-502c-4e84-90f4-65324af85982,202,2026-08-04T20:00:07.939149+00:00,81.96,387.2,18.3,57.1
109d4ec4-502c-4e84-90f4-65324af85982,202,2026-08-04T21:00:07.939149+00:00,81.74,389.1,20.6,58.9
109d4ec4-502c-4e84-90f4-65324af85982,202,2026-08-04T22:00:07.939149+00:00,84.59,385.1,19.3,62.5
109d4ec4-502c-4e84-90f4-65324af85982,202,2026-08-04T23:00:07.939149+00:00,90.57,381.5,20.5,64.2
109d4ec4-502c-4e84-90f4-65324af85982,202,2026-08-05T00:00:07.939149+00:00,95.73,381.7,21.3,66.2
109d4ec4-502c-4e84-90f4-65324af85982,202,2026-08-05T01:00:07.939149+00:00,90.0,384.0,23.6,63.5
109d4ec4-502c-4e84-90f4-65324af85982,202,2026-08-05T02:00:07.939149+00:00,90.71,384.7,23.6,63.4
109d4ec4-502c-4e84-90f4-65324af85982,202,2026-08-05T03:00:07.939149+00:00,89.09,382.8,21.3,63.2
109d4ec4-502c-4e84-90f4-65324af85982,202,2026-08-05T04:00:07.939149+00:00,103.86,377.6,24.7,71.8
109d4ec4-502c-4e84-90f4-65324af85982,202,2026-08-05T05:00:07.939149+00:00,84.78,386.1,19.2,59.2
109d4ec4-502c-4e84-90f4-65324af85982,202,2026-08-05T06:00:07.939149+00:00,102.5,377.1,25.4,73.6
109d4ec4-502c-4e84-90f4-65324af85982,202,2026-08-05T07:00:07.939149+00:00,81.58,385.7,20.5,57.7
109d4ec4-502c-4e84-90f4-65324af85982,202,2026-08-05T08:00:07.939149+00:00,81.18,388.6,20.8,57.3
109d4ec4-502c-4e84-90f4-65324af85982,202,2026-08-05T09:00:07.939149+00:00,85.68,382.7,20.8,60.2
109d4ec4-502c-4e84-90f4-65324af85982,202,2026-08-05T10:00:07.939149+00:00,91.91,384.9,22.0,64.2
109d4ec4-502c-4e84-90f4-65324af85982,202,2026-08-05T11:00:07.939149+00:00,90.61,382.7,20.9,64.1
109d4ec4-502c-4e84-90f4-65324af85982,202,2026-08-05T12:00:07.939149+00:00,103.93,379.5,24.8,74.8
109d4ec4-502c-4e84-90f4-65324af85982,202,2026-08-05T13:00:07.939149+00:00,88.74,385.9,20.2,61.2
109d4ec4-502c-4e84-90f4-65324af85982,202,2026-08-05T14:00:07.939149+00:00,80.7,386.3,19.0,57.2
109d4ec4-502c-4e84-90f4-65324af85982,202,2026-08-05T15:00:07.939149+00:00,101.86,378.7,24.5,73.0
109d4ec4-502c-4e84-90f4-65324af85982,202,2026-08-05T16:00:07.939149+00:00,95.85,380.2,22.1,66.1
10d797a6-d060-4f0a-823b-d7263e4e525e,100599,2026-08-04T17:00:07.939149+00:00,34.89,410.1,14.0,36.6
10d797a6-d060-4f0a-823b-d7263e4e525e,100599,2026-08-04T18:00:07.939149+00:00,57.27,406.4,22.2,42.4
10d797a6-d060-4f0a-823b-d7263e4e525e,100599,2026-08-04T19:00:07.939149+00:00,78.43,403.5,27.6,48.2
10d797a6-d060-4f0a-823b-d7263e4e525e,100599,2026-08-04T20:00:07.939149+00:00,54.15,407.1,17.7,40.4
10d797a6-d060-4f0a-823b-d7263e4e525e,100599,2026-08-04T21:00:07.939149+00:00,57.49,406.0,20.6,43.6
10d797a6-d060-4f0a-823b-d7263e4e525e,100599,2026-08-04T22:00:07.939149+00:00,77.61,405.3,29.0,44.1
10d797a6-d060-4f0a-823b-d7263e4e525e,100599,2026-08-04T23:00:07.939149+00:00,44.65,406.3,16.5,37.0
10d797a6-d060-4f0a-823b-d7263e4e525e,100599,2026-08-05T00:00:07.939149+00:00,32.06,411.1,11.4,35.6
10d797a6-d060-4f0a-823b-d7263e4e525e,100599,2026-08-05T01:00:07.939149+00:00,39.07,410.3,15.1,36.8
10d797a6-d060-4f0a-823b-d7263e4e525e,100599,2026-08-05T02:00:07.939149+00:00,44.18,410.1,14.9,37.1
10d797a6-d060-4f0a-823b-d7263e4e525e,100599,2026-08-05T03:00:07.939149+00:00,45.27,408.7,17.5,37.9
10d797a6-d060-4f0a-823b-d7263e4e525e,100599,2026-08-05T04:00:07.939149+00:00,49.3,409.1,18.4,41.8
10d797a6-d060-4f0a-823b-d7263e4e525e,100599,2026-08-05T05:00:07.939149+00:00,39.99,408.7,12.4,36.6
10d797a6-d060-4f0a-823b-d7263e4e525e,100599,2026-08-05T06:00:07.939149+00:00,37.77,409.5,12.0,36.3
10d797a6-d060-4f0a-823b-d7263e4e525e,100599,2026-08-05T07:00:07.939149+00:00,57.68,406.1,20.8,38.9
10d797a6-d060-4f0a-823b-d7263e4e525e,100599,2026-08-05T08:00:07.939149+00:00,43.4,410.1,16.2,36.2
10d797a6-d060-4f0a-823b-d7263e4e525e,100599,2026-08-05T09:00:07.939149+00:00,39.9,410.9,13.4,38.0
10d797a6-d060-4f0a-823b-d7263e4e525e,100599,2026-08-05T10:00:07.939149+00:00,38.11,410.3,11.4,35.9
10d797a6-d060-4f0a-823b-d7263e4e525e,100599,2026-08-05T11:00:07.939149+00:00,34.63,410.7,14.0,41.8
10d797a6-d060-4f0a-823b-d7263e4e525e,100599,2026-08-05T12:00:07.939149+00:00,37.64,409.6,11.5,43.4
10d797a6-d060-4f0a-823b-d7263e4e525e,100599,2026-08-05T13:00:07.939149+00:00,55.84,406.8,21.7,47.3
10d797a6-d060-4f0a-823b-d7263e4e525e,100599,2026-08-05T14:00:07.939149+00:00,40.61,408.3,15.0,47.3
10d797a6-d060-4f0a-823b-d7263e4e525e,100599,2026-08-05T15:00:07.939149+00:00,36.59,410.1,14.0,42.0
10d797a6-d060-4f0a-823b-d7263e4e525e,100599,2026-08-05T16:00:07.939149+00:00,34.19,408.0,12.5,40.3
11508fc3-abaa-4402-89f5-478bdc30e1fe,100760,2026-08-04T17:00:07.939149+00:00,51.36,406.7,180.6,45.4
11508fc3-abaa-4402-89f5-478bdc30e1fe,100760,2026-08-04T18:00:07.939149+00:00,46.14,408.0,165.1,42.5
11508fc3-abaa-4402-89f5-478bdc30e1fe,100760,2026-08-04T19:00:07.939149+00:00,62.22,403.7,223.3,45.4
11508fc3-abaa-4402-89f5-478bdc30e1fe,100760,2026-08-04T20:00:07.939149+00:00,65.68,404.0,236.2,45.8
11508fc3-abaa-4402-89f5-478bdc30e1fe,100760,2026-08-04T21:00:07.939149+00:00,66.79,403.4,238.6,46.3
11508fc3-abaa-4402-89f5-478bdc30e1fe,100760,2026-08-04T22:00:07.939149+00:00,61.26,404.0,218.8,47.4
11508fc3-abaa-4402-89f5-478bdc30e1fe,100760,2026-08-04T23:00:07.939149+00:00,54.63,405.8,196.1,45.4
11508fc3-abaa-4402-89f5-478bdc30e1fe,100760,2026-08-05T00:00:07.939149+00:00,48.32,409.4,169.8,41.3
11508fc3-abaa-4402-89f5-478bdc30e1fe,100760,2026-08-05T01:00:07.939149+00:00,27.46,412.5,97.4,41.0
11508fc3-abaa-4402-89f5-478bdc30e1fe,100760,2026-08-05T02:00:07.939149+00:00,51.35,407.3,182.2,42.0
11508fc3-abaa-4402-89f5-478bdc30e1fe,100760,2026-08-05T03:00:07.939149+00:00,60.71,405.4,215.7,44.0
11508fc3-abaa-4402-89f5-478bdc30e1fe,100760,2026-08-05T04:00:07.939149+00:00,40.59,410.3,141.3,42.6
11508fc3-abaa-4402-89f5-478bdc30e1fe,100760,2026-08-05T05:00:07.939149+00:00,29.75,412.3,103.1,39.6
11508fc3-abaa-4402-89f5-478bdc30e1fe,100760,2026-08-05T06:00:07.939149+00:00,43.81,406.5,156.0,41.2
11508fc3-abaa-4402-89f5-478bdc30e1fe,100760,2026-08-05T07:00:07.939149+00:00,39.03,410.1,135.7,41.8
11508fc3-abaa-4402-89f5-478bdc30e1fe,100760,2026-08-05T08:00:07.939149+00:00,52.12,405.3,183.7,43.2
11508fc3-abaa-4402-89f5-478bdc30e1fe,100760,2026-08-05T09:00:07.939149+00:00,49.63,408.6,173.9,43.1
11508fc3-abaa-4402-89f5-478bdc30e1fe,100760,2026-08-05T10:00:07.939149+00:00,33.34,411.0,115.4,40.9
11508fc3-abaa-4402-89f5-478bdc30e1fe,100760,2026-08-05T11:00:07.939149+00:00,56.58,408.3,198.6,48.2
11508fc3-abaa-4402-89f5-478bdc30e1fe,100760,2026-08-05T12:00:07.939149+00:00,41.12,409.3,146.4,49.9
11508fc3-abaa-4402-89f5-478bdc30e1fe,100760,2026-08-05T13:00:07.939149+00:00,37.81,408.0,134.1,50.7
11508fc3-abaa-4402-89f5-478bdc30e1fe,100760,2026-08-05T14:00:07.939149+00:00,55.0,408.6,195.5,52.8
11508fc3-abaa-4402-89f5-478bdc30e1fe,100760,2026-08-05T15:00:07.939149+00:00,46.29,409.9,163.4,46.9
11508fc3-abaa-4402-89f5-478bdc30e1fe,100760,2026-08-05T16:00:07.939149+00:00,31.34,412.3,111.3,46.9
