temperature_c,load_percentage,voltage_lv,current_a,ambient_temperature,age_years,rated_kva,risk_label
26.16,24.23,412.8,33.5,15.0,20,100,0
19.92,39.17,407.6,553.1,15.0,5,1000,0
108.13,119.69,346.7,1996.0,30.0,12,1000,2
29.91,50.14,407.6,355.9,20.0,8,500,0
27.29,22.38,413.2,314.0,25.0,1,1000,0
39.03,34.3,408.1,240.7,25.0,25,500,0
40.36,34.55,410.1,50.1,30.0,15,100,0
31.68,68.97,405.7,491.5,20.0,3,500,0
32.72,56.87,406.0,404.7,25.0,1,500,0
23.32,31.03,411.4,42.8,20.0,2,100,0
48.01,34.99,408.6,245.3,40.0,12,500,0
45.81,73.78,402.0,104.3,30.0,10,100,0
47.94,74.7,402.0,1071.9,30.0,15,1000,0
136.27,132.7,342.9,1114.5,35.0,20,500,2
38.98,74.41,405.8,530.2,20.0,15,500,0
55.43,63.7,405.3,452.0,35.0,25,500,0
48.96,42.8,407.3,59.0,35.0,20,100,0
47.04,52.96,405.8,376.5,40.0,3,500,0
117.38,123.05,345.8,515.2,30.0,15,250,2
41.18,66.45,403.3,952.8,30.0,3,1000,0
101.74,129.14,346.1,538.6,25.0,1,250,2
58.6,103.57,376.5,796.9,15.0,10,500,1
52.13,51.0,406.0,726.2,35.0,25,1000,0
76.89,100.8,380.5,379.9,20.0,25,250,1
46.69,27.46,410.3,385.5,40.0,10,1000,0
45.09,64.03,406.6,227.9,30.0,15,250,0
28.55,28.02,409.3,395.0,20.0,12,1000,0
57.88,50.14,408.5,353.7,40.0,25,500,0
41.53,22.86,411.9,160.3,40.0,1,500,0
22.58,56.31,404.7,81.4,15.0,1,100,0
33.3,21.83,411.9,74.6,20.0,25,250,0
43.7,26.76,411.0,377.4,35.0,15,1000,0
24.17,36.62,410.1,256.3,20.0,1,500,0
150.29,135.23,340.2,229.4,40.0,25,100,2
31.98,33.06,410.6,45.1,20.0,20,100,0
49.99,91.68,381.1,141.8,15.0,5,100,1
51.89,49.11,408.0,694.7,35.0,25,1000,0
31.54,69.92,405.1,500.2,20.0,5,500,0
65.51,91.64,382.1,141.0,35.0,2,100,1
104.33,122.34,346.0,201.9,20.0,15,100,2
43.86,57.6,406.5,408.5,35.0,3,500,0
84.2,102.07,377.9,777.2,40.0,8,500,1
104.63,125.1,346.4,519.1,25.0,8,250,2
58.28,101.45,377.4,386.9,20.0,5,250,1
41.92,23.86,412.0,33.5,35.0,12,100,0
57.27,71.15,403.0,1019.7,40.0,15,1000,0
26.63,51.56,407.8,183.0,20.0,3,250,0
27.89,20.79,411.5,28.1,25.0,3,100,0
78.48,91.89,382.3,1389.9,30.0,25,1000,1
103.3,116.13,352.1,1905.2,30.0,12,1000,2
42.44,49.34,406.0,702.3,35.0,5,1000,0
48.27,42.48,407.6,61.2,40.0,8,100,0
45.23,65.6,405.8,467.8,35.0,5,500,0
42.45,30.62,409.1,431.7,40.0,3,1000,0
45.4,55.35,405.7,77.4,30.0,20,100,0
127.98,120.23,346.5,1001.7,40.0,20,500,2
138.7,139.23,337.9,596.7,20.0,25,250,2
138.82,137.31,339.8,582.6,30.0,20,250,2
45.64,49.32,407.7,699.8,40.0,2,1000,0
28.79,28.31,412.2,396.6,20.0,15,1000,0
52.78,20.89,413.3,71.6,40.0,25,250,0
52.76,84.59,385.9,314.6,25.0,2,250,1
124.83,131.38,341.8,224.8,30.0,15,100,2
117.27,137.44,337.6,1172.9,25.0,5,500,2
123.94,124.73,343.8,2095.4,35.0,15,1000,2
48.33,37.96,408.5,535.7,40.0,10,1000,0
32.1,34.7,410.0,245.9,30.0,1,500,0
31.36,55.76,406.4,80.7,25.0,2,100,0
47.21,84.45,384.5,632.4,20.0,2,500,1
135.26,137.2,340.2,1161.8,25.0,20,500,2
61.03,95.8,381.1,145.2,30.0,1,100,1
31.73,57.64,408.2,81.3,20.0,10,100,0
54.03,67.06,403.0,962.8,40.0,12,1000,0
87.3,116.94,351.0,482.6,15.0,10,250,2
39.37,63.67,406.8,91.3,30.0,2,100,0
61.71,102.02,381.8,773.3,15.0,15,500,1
38.38,56.16,407.5,197.8,25.0,15,250,0
51.04,36.58,411.3,512.2,40.0,15,1000,0
44.26,64.32,404.1,90.1,35.0,3,100,0
45.36,37.33,408.9,528.5,35.0,15,1000,0
114.37,134.31,344.1,1124.2,20.0,12,500,2
76.89,89.73,385.4,674.5,35.0,15,500,1
42.58,67.83,405.9,96.6,25.0,15,100,0
30.92,29.93,412.0,43.9,25.0,8,100,0
52.79,53.87,405.0,384.8,40.0,15,500,0
61.88,85.37,382.4,128.1,30.0,8,100,1
121.02,132.31,345.2,220.5,35.0,5,100,2
57.34,73.6,404.9,262.7,40.0,12,250,0
105.64,131.81,341.6,556.8,25.0,1,250,2
29.52,48.76,407.0,345.3,20.0,10,500,0
42.72,73.98,403.4,107.7,30.0,2,100,0
47.15,30.19,409.0,40.7,40.0,10,100,0
62.42,84.82,387.3,1265.6,35.0,2,1000,1
32.46,74.63,402.1,108.1,20.0,3,100,0
28.84,61.25,407.8,215.4,20.0,1,250,0
86.56,100.25,382.9,754.1,40.0,15,500,1
30.22,42.55,408.8,59.3,25.0,2,100,0
38.83,39.75,408.6,138.7,35.0,2,250,0
132.13,134.75,338.6,1148.9,40.0,8,500,2
54.12,68.62,403.3,97.5,35.0,20,100,0
106.48,130.88,340.3,557.4,15.0,12,250,2
41.34,68.86,404.2,96.7,20.0,25,100,0
113.61,115.91,352.9,946.8,35.0,15,500,2
60.1,96.25,381.9,1454.1,20.0,10,1000,1
43.85,47.06,409.8,166.2,35.0,10,250,0
51.66,71.29,403.5,102.9,40.0,2,100,0
24.18,42.01,407.8,299.1,20.0,3,500,0
35.11,66.4,404.4,238.1,20.0,12,250,0
93.83,113.49,351.4,932.1,35.0,2,500,2
37.43,22.93,410.3,159.4,35.0,3,500,0
49.74,81.89,386.6,609.8,15.0,12,500,1
26.18,21.38,411.3,29.8,25.0,1,100,0
52.69,84.3,388.3,624.4,20.0,10,500,1
53.09,88.21,382.6,1330.5,15.0,12,1000,1
134.2,133.28,338.7,569.4,30.0,20,250,2
36.73,23.45,411.5,166.4,30.0,12,500,0
42.23,23.77,410.4,165.6,40.0,2,500,0
29.49,47.13,407.9,167.3,15.0,20,250,0
81.0,104.23,380.6,394.6,40.0,3,250,1
30.14,37.76,408.8,133.7,25.0,3,250,0
114.69,136.85,340.0,2321.9,20.0,8,1000,2
107.86,134.43,340.2,571.4,25.0,1,250,2
59.24,104.04,380.3,1576.4,20.0,2,1000,1
123.19,122.4,345.3,1022.4,40.0,12,500,2
29.31,56.84,406.4,808.5,20.0,5,1000,0
54.96,83.73,388.0,123.9,20.0,12,100,1
49.03,55.5,406.2,787.1,30.0,25,1000,0
27.48,44.13,408.0,155.0,20.0,8,250,0
39.64,54.31,405.7,386.9,30.0,8,500,0
45.29,27.13,410.2,39.8,40.0,8,100,0
62.24,94.77,379.2,145.2,25.0,8,100,1
32.83,60.21,404.3,86.3,15.0,20,100,0
112.94,121.58,350.4,502.2,35.0,8,250,2
110.4,135.97,341.8,232.1,25.0,1,100,2
27.63,28.94,411.9,405.3,25.0,2,1000,0
39.59,53.41,408.9,376.7,30.0,8,500,0
19.57,40.67,410.5,57.3,15.0,3,100,0
120.99,133.27,341.2,2253.1,35.0,5,1000,2
69.4,94.6,380.4,717.3,35.0,3,500,1
38.83,70.36,405.7,101.4,25.0,8,100,0
35.67,61.84,404.9,442.0,20.0,15,500,0
37.41,52.4,405.9,76.5,20.0,25,100,0
66.35,90.31,382.1,133.5,20.0,20,100,1
46.33,62.54,406.8,221.1,35.0,8,250,0
76.27,95.94,380.6,142.6,30.0,20,100,1
96.09,114.87,352.9,189.9,35.0,1,100,2
49.82,65.97,405.8,93.1,35.0,12,100,0
42.53,63.22,404.9,903.2,30.0,10,1000,0
20.55,46.74,410.0,657.1,15.0,3,1000,0
39.58,39.21,410.4,56.4,25.0,25,100,0
96.82,122.12,350.4,1005.6,15.0,12,500,2
34.37,41.81,408.4,294.8,30.0,3,500,0
88.5,124.75,347.7,2068.8,15.0,3,1000,2
35.05,53.99,407.5,766.1,25.0,8,1000,0
46.22,24.63,412.6,171.6,40.0,10,500,0
30.42,34.11,409.1,239.6,25.0,8,500,0
100.09,112.51,353.8,180.7,40.0,1,100,2
98.77,121.54,349.0,2008.5,15.0,15,1000,2
22.92,38.68,408.5,137.4,15.0,8,250,0
49.86,85.04,385.6,639.2,15.0,12,500,1
37.09,35.92,411.2,127.5,30.0,8,250,0
30.72,61.43,404.5,219.7,20.0,5,250,0
64.75,97.17,381.6,369.1,30.0,3,250,1
82.09,87.21,384.9,329.6,40.0,20,250,1
23.77,58.6,406.2,415.3,15.0,5,500,0
111.97,118.23,350.1,1952.9,40.0,8,1000,2
40.29,58.3,407.4,82.1,30.0,5,100,0
27.1,40.9,410.6,56.7,20.0,8,100,0
50.88,43.94,407.5,622.8,35.0,25,1000,0
36.25,21.86,409.9,78.4,30.0,12,250,0
24.48,63.53,404.8,453.5,15.0,1,500,0
51.01,56.82,406.8,806.8,40.0,10,1000,0
46.24,70.03,403.3,499.7,35.0,3,500,0
34.54,47.72,406.4,68.4,25.0,8,100,0
117.61,134.31,342.3,2263.5,30.0,5,1000,2
84.12,124.45,344.4,1045.2,15.0,1,500,2
54.62,63.05,405.4,449.6,40.0,12,500,0
43.94,60.98,406.9,432.3,35.0,1,500,0
25.06,52.93,407.2,751.7,15.0,10,1000,0
117.14,129.08,345.1,1082.4,30.0,10,500,2
33.19,56.58,407.5,402.8,15.0,25,500,0
28.35,73.46,405.1,261.2,15.0,5,250,0
49.94,64.54,404.0,462.7,40.0,3,500,0
55.36,65.79,405.3,935.8,40.0,12,1000,0
77.48,110.98,353.0,906.4,15.0,5,500,2
104.24,110.42,352.3,454.4,35.0,12,250,2
37.11,69.42,402.6,496.6,25.0,5,500,0
78.4,102.74,379.0,389.4,30.0,15,250,1
58.45,63.81,404.2,90.4,40.0,20,100,0
52.47,62.68,406.6,446.2,35.0,20,500,0
49.55,60.72,406.5,862.7,30.0,25,1000,0
53.38,56.05,405.2,397.9,35.0,25,500,0
29.17,65.47,406.8,231.1,20.0,2,250,0
56.69,68.25,404.3,486.5,35.0,25,500,0
108.23,136.56,338.8,2326.5,15.0,8,1000,2
30.71,29.23,409.0,42.4,25.0,8,100,0
36.46,27.07,410.2,37.4,25.0,20,100,0
39.36,35.54,407.7,50.6,25.0,25,100,0
34.96,41.13,410.2,146.2,20.0,25,250,0
55.86,83.99,385.0,124.7,30.0,2,100,1
39.25,64.89,407.2,461.0,25.0,10,500,0
23.71,28.61,409.8,203.4,15.0,15,500,0
36.5,46.92,408.9,68.1,30.0,3,100,0
19.0,38.58,410.3,52.3,15.0,3,100,0
42.17,51.81,405.7,74.8,30.0,15,100,0
107.66,127.91,344.4,2142.1,15.0,15,1000,2
21.21,23.69,409.9,82.7,20.0,2,250,0
25.79,46.33,406.8,659.5,20.0,3,1000,0
27.64,74.32,401.9,534.5,15.0,3,500,0
55.06,35.29,411.5,248.3,40.0,25,500,0
27.69,59.68,404.9,427.4,20.0,1,500,0
72.52,82.18,383.4,1239.0,35.0,15,1000,1
58.06,95.07,378.8,723.6,15.0,12,500,1
36.81,67.44,406.7,477.8,15.0,25,500,0
37.85,25.5,412.0,88.9,35.0,3,250,0
31.48,26.36,412.4,91.8,25.0,10,250,0
30.9,52.75,405.2,374.7,25.0,1,500,0
56.64,84.7,387.9,1262.9,25.0,8,1000,1
117.06,138.49,340.0,1173.8,25.0,5,500,2
44.32,28.83,410.6,99.9,30.0,25,250,0
54.18,68.24,406.1,485.6,40.0,10,500,0
72.09,83.44,388.5,122.2,40.0,12,100,1
122.17,131.93,342.3,1112.6,20.0,20,500,2
27.87,23.47,410.0,84.5,15.0,25,250,0
92.64,112.69,353.4,459.8,25.0,8,250,2
37.07,57.06,407.8,808.3,25.0,12,1000,0
27.81,39.19,408.6,139.4,20.0,8,250,0
72.29,96.26,382.5,1451.3,30.0,12,1000,1
32.98,27.05,409.1,382.9,30.0,2,1000,0
92.5,128.97,341.7,2177.6,15.0,3,1000,2
37.45,37.8,407.5,533.9,25.0,20,1000,0
140.97,135.36,343.5,1135.1,35.0,20,500,2
29.04,23.7,413.3,166.0,25.0,5,500,0
45.52,38.64,409.5,53.8,40.0,5,100,0
103.54,118.12,351.9,486.5,40.0,2,250,2
19.37,29.47,411.7,411.4,15.0,5,1000,0
107.65,119.4,350.2,491.8,40.0,3,250,2
73.17,104.22,379.8,1585.5,35.0,2,1000,1
75.44,101.51,382.0,151.8,40.0,1,100,1
30.96,71.23,406.3,1010.5,20.0,3,1000,0
37.14,72.3,405.8,255.7,20.0,15,250,0
101.98,120.87,347.4,2009.8,35.0,2,1000,2
42.88,25.97,411.8,183.1,35.0,12,500,0
20.76,27.28,409.8,193.7,15.0,10,500,0
43.9,33.83,411.0,48.2,40.0,3,100,0
46.17,27.86,409.1,391.6,40.0,10,1000,0
22.74,30.29,411.4,424.2,20.0,3,1000,0
51.84,95.76,378.8,730.3,15.0,5,500,1
40.45,43.8,407.3,309.8,35.0,3,500,0
24.21,33.61,410.9,235.3,15.0,15,500,0
81.29,96.1,378.5,1467.2,40.0,12,1000,1
48.51,60.88,407.7,431.7,40.0,3,500,0
84.92,99.83,381.6,1511.7,40.0,15,1000,1
82.11,110.61,356.6,1789.5,20.0,5,1000,2
34.89,63.4,405.6,450.5,15.0,25,500,0
39.69,40.91,409.8,290.1,35.0,2,500,0
27.25,25.48,409.3,35.4,20.0,12,100,0
52.34,49.19,408.6,349.4,35.0,25,500,0
71.35,100.52,381.3,379.3,25.0,12,250,1
19.84,38.15,410.2,54.6,15.0,2,100,0
30.69,40.08,410.5,563.3,25.0,5,1000,0
42.32,86.67,383.0,325.7,15.0,2,250,1
19.52,37.86,407.8,267.7,15.0,3,500,0
79.12,100.42,382.2,759.9,40.0,5,500,1
23.35,60.74,405.2,217.1,15.0,1,250,0
26.43,52.24,406.0,371.5,20.0,2,500,0
55.14,68.47,406.1,98.7,40.0,12,100,0
23.71,28.62,411.5,41.7,20.0,3,100,0
25.0,22.27,412.4,77.8,20.0,10,250,0
28.98,63.29,406.0,88.8,20.0,1,100,0
41.99,24.51,413.2,341.1,40.0,3,1000,0
24.06,40.11,410.3,284.2,15.0,12,500,0
39.44,62.29,404.2,444.9,30.0,3,500,0
30.6,32.72,411.8,45.4,20.0,15,100,0
80.89,100.19,382.8,757.3,30.0,20,500,1
66.21,98.71,381.5,375.9,30.0,1,250,1
31.68,41.36,408.7,585.7,15.0,25,1000,0
18.41,38.06,409.9,52.5,15.0,3,100,0
67.39,103.53,377.7,397.5,20.0,10,250,1
34.94,43.76,406.6,60.2,30.0,3,100,0
49.72,65.22,404.7,234.5,40.0,1,250,0
33.07,26.31,411.7,370.0,30.0,3,1000,0
47.34,53.93,407.8,76.6,40.0,5,100,0
39.83,58.98,407.0,418.4,30.0,5,500,0
40.26,59.02,404.5,84.4,30.0,8,100,0
22.16,24.16,411.2,82.8,20.0,2,250,0
66.46,98.68,377.7,374.2,25.0,10,250,1
67.84,80.11,389.9,120.0,30.0,20,100,1
47.1,22.38,412.9,31.6,40.0,12,100,0
42.36,38.34,410.0,53.8,30.0,20,100,0
45.82,37.56,410.4,50.9,30.0,25,100,0
83.07,120.55,351.0,198.2,15.0,2,100,2
76.26,90.04,385.2,336.3,40.0,10,250,1
31.5,69.07,403.6,990.0,20.0,5,1000,0
42.93,53.87,407.3,380.6,25.0,25,500,0
29.7,62.45,406.7,888.5,15.0,15,1000,0
37.04,66.82,403.0,95.2,25.0,5,100,0
54.14,49.06,406.6,172.3,40.0,20,250,0
53.11,32.62,410.6,46.6,40.0,20,100,0
40.17,68.47,404.7,96.1,25.0,10,100,0
91.92,122.42,348.4,201.5,20.0,5,100,2
30.64,27.68,409.0,98.7,25.0,10,250,0
35.7,41.14,408.7,581.6,30.0,3,1000,0
35.72,72.97,404.8,518.8,25.0,2,500,0
36.95,71.89,402.9,257.5,15.0,25,250,0
96.29,134.34,339.6,2281.5,15.0,1,1000,2
27.05,28.0,411.0,394.2,25.0,2,1000,0
45.44,70.17,405.3,1000.4,35.0,3,1000,0
31.66,63.29,406.9,224.3,20.0,8,250,0
39.18,49.93,408.5,352.9,30.0,10,500,0
39.29,62.53,405.6,222.5,30.0,2,250,0
57.39,85.13,387.0,632.8,20.0,15,500,1
59.71,99.21,381.1,151.3,25.0,2,100,1
29.12,49.67,406.2,704.4,15.0,20,1000,0
46.29,68.49,405.1,977.2,30.0,12,1000,0
47.91,70.7,402.5,1014.2,25.0,25,1000,0
79.72,96.27,378.3,365.3,40.0,8,250,1
50.95,70.02,402.6,1003.7,40.0,3,1000,0
41.95,46.96,409.5,65.6,25.0,25,100,0
49.44,67.42,406.7,479.6,40.0,2,500,0
99.96,119.65,347.9,1988.3,25.0,10,1000,2
53.32,54.48,408.8,76.6,40.0,15,100,0
60.1,88.01,381.2,130.4,20.0,15,100,1
45.9,82.41,388.0,124.6,20.0,2,100,1
27.15,59.23,405.2,82.5,15.0,10,100,0
49.68,73.01,403.9,104.6,35.0,10,100,0
53.3,52.96,407.0,188.6,40.0,15,250,0
49.43,49.92,409.3,351.0,40.0,8,500,0
23.04,34.11,410.9,239.1,20.0,1,500,0
35.16,22.71,411.4,316.8,30.0,8,1000,0
29.65,45.41,408.5,161.4,25.0,1,250,0
33.67,54.56,406.3,774.9,25.0,5,1000,0
29.05,60.43,404.2,431.8,15.0,15,500,0
43.66,21.25,412.5,29.8,30.0,25,100,0
23.88,44.7,406.8,159.0,15.0,10,250,0
43.09,45.35,407.5,63.8,35.0,8,100,0
31.76,57.45,406.7,408.4,15.0,20,500,0
35.37,23.52,412.8,83.0,30.0,10,250,0
36.13,60.59,404.4,865.3,25.0,8,1000,0
112.94,138.58,338.8,589.6,25.0,1,250,2
44.81,37.49,408.3,51.3,40.0,2,100,0
26.2,52.83,405.9,749.8,20.0,1,1000,0
49.92,47.57,407.6,66.0,40.0,12,100,0
77.47,110.04,353.3,448.6,20.0,3,250,2
122.22,132.25,340.9,1119.9,20.0,20,500,2
34.61,61.82,406.0,218.3,20.0,15,250,0
55.31,53.83,405.3,189.8,40.0,20,250,0
24.1,35.38,408.8,249.8,20.0,2,500,0
111.77,137.17,339.8,233.8,25.0,3,100,2
48.59,39.21,407.4,277.7,40.0,12,500,0
28.86,45.04,409.8,635.3,15.0,20,1000,0
105.03,110.89,355.7,179.4,30.0,15,100,2
20.14,45.23,408.4,160.3,15.0,2,250,0
55.16,59.02,406.3,840.0,40.0,15,1000,0
39.48,41.38,409.2,582.0,35.0,3,1000,0
20.51,32.64,408.8,460.5,15.0,8,1000,0
66.73,95.25,379.5,360.1,35.0,1,250,1
49.34,93.03,379.8,1416.6,15.0,3,1000,1
36.25,28.31,409.0,199.9,35.0,1,500,0
31.44,68.56,406.3,972.6,15.0,15,1000,0
35.92,69.16,403.0,496.1,25.0,3,500,0
22.59,40.48,407.1,144.6,15.0,8,250,0
38.49,57.51,406.6,205.7,25.0,15,250,0
26.4,23.13,410.3,31.8,20.0,12,100,0
48.09,38.01,408.4,539.3,40.0,10,1000,0
37.75,27.45,410.6,38.4,30.0,12,100,0
94.12,129.41,343.1,215.7,15.0,2,100,2
30.71,42.45,409.0,299.0,20.0,15,500,0
145.76,133.19,339.2,564.8,40.0,20,250,2
41.0,52.45,406.2,74.0,25.0,20,100,0
52.11,70.28,404.5,249.0,40.0,3,250,0
51.64,64.14,403.8,91.2,35.0,15,100,0
44.55,24.37,410.8,341.4,40.0,8,1000,0
40.3,60.88,406.9,85.8,20.0,25,100,0
30.75,33.59,408.2,475.7,25.0,8,1000,0
99.86,122.95,347.4,1020.4,15.0,15,500,2
32.3,38.75,410.8,270.8,25.0,10,500,0
33.94,34.53,409.1,486.6,20.0,25,1000,0
49.34,36.34,410.4,254.0,35.0,25,500,0
45.58,21.39,411.2,76.2,35.0,20,250,0
72.16,96.16,384.0,1447.9,40.0,2,1000,1
120.69,134.94,341.2,2284.3,30.0,8,1000,2
125.89,117.14,348.4,968.8,35.0,25,500,2
57.66,87.88,385.8,656.4,15.0,20,500,1
71.86,82.11,389.2,120.3,40.0,12,100,1
50.99,39.71,410.9,55.7,40.0,15,100,0
101.24,129.5,343.4,1089.0,15.0,8,500,2
110.63,117.71,347.8,979.4,25.0,20,500,2
50.82,45.75,406.2,64.6,40.0,12,100,0
36.19,26.59,409.9,186.2,25.0,20,500,0
111.0,133.58,344.2,225.2,20.0,10,100,2
100.03,128.02,345.1,211.7,15.0,8,100,2
42.81,54.93,406.1,78.9,35.0,2,100,0
54.74,60.07,405.9,214.8,35.0,25,250,0
40.51,24.07,411.6,32.3,30.0,20,100,0
26.54,53.74,407.0,189.5,20.0,1,250,0
45.42,51.88,406.3,737.8,30.0,20,1000,0
56.97,88.6,385.7,664.1,20.0,10,500,1
21.54,31.15,409.9,45.1,15.0,8,100,0
50.2,67.87,403.7,243.4,40.0,1,250,0
33.46,61.42,406.4,86.1,25.0,1,100,0
29.21,60.94,407.3,85.8,20.0,5,100,0
42.82,27.62,410.3,96.2,40.0,1,250,0
66.97,82.66,384.1,1239.9,40.0,5,1000,1
29.29,26.78,409.8,95.9,20.0,15,250,0
134.64,136.35,337.7,234.1,40.0,8,100,2
80.3,104.21,377.7,396.2,35.0,10,250,1
116.21,127.53,346.9,1063.0,40.0,2,500,2
24.39,60.93,405.5,86.6,15.0,5,100,0
133.73,134.86,341.1,570.8,35.0,15,250,2
48.17,27.54,409.1,194.4,35.0,25,500,0
31.09,57.05,404.7,812.7,20.0,8,1000,0
29.8,59.64,404.3,427.6,20.0,5,500,0
32.55,53.45,406.5,191.3,15.0,25,250,0
117.78,129.68,345.4,1081.7,30.0,10,500,2
48.0,43.51,408.6,60.6,35.0,20,100,0
36.31,37.72,407.4,535.1,30.0,5,1000,0
52.97,100.87,380.3,764.6,15.0,5,500,1
28.87,45.51,409.8,322.4,25.0,1,500,0
40.33,36.99,408.4,51.6,35.0,5,100,0
41.64,26.31,410.5,371.2,35.0,10,1000,0
26.97,25.19,410.2,36.8,15.0,20,100,0
38.1,55.41,405.0,396.9,25.0,15,500,0
40.92,35.25,410.9,49.8,35.0,5,100,0
111.46,130.72,345.0,220.9,30.0,3,100,2
38.34,20.77,412.4,289.9,30.0,15,1000,0
29.21,32.76,408.7,231.4,20.0,15,500,0
36.03,58.88,407.5,833.7,25.0,8,1000,0
43.7,85.1,382.3,322.7,15.0,5,250,1
76.93,101.64,381.8,381.6,40.0,2,250,1
43.56,53.99,406.3,193.4,30.0,15,250,0
52.26,63.77,405.6,90.5,40.0,8,100,0
54.51,72.44,404.7,103.8,40.0,8,100,0
34.27,45.09,410.2,315.8,20.0,20,500,0
61.87,91.12,384.8,1365.7,15.0,20,1000,1
20.88,26.18,412.7,366.3,15.0,8,1000,0
50.5,58.2,407.8,822.3,40.0,8,1000,0
54.61,69.37,404.9,493.0,40.0,8,500,0
74.93,98.62,378.6,749.8,40.0,1,500,1
103.7,126.54,347.4,1049.2,15.0,15,500,2
97.75,103.91,381.2,1573.6,40.0,25,1000,1
27.76,59.2,404.5,85.8,15.0,10,100,0
38.74,58.34,405.9,205.8,30.0,2,250,0
25.22,21.86,411.9,308.2,15.0,20,1000,0
50.11,54.96,406.4,782.3,35.0,20,1000,0
26.18,63.27,404.0,90.2,15.0,5,100,0
66.75,90.96,383.4,1370.8,35.0,3,1000,1
46.28,59.57,406.2,845.1,35.0,10,1000,0
102.65,113.24,355.3,1840.2,40.0,5,1000,2
117.09,133.24,340.3,2258.4,35.0,1,1000,2
34.59,34.54,409.1,48.7,30.0,3,100,0
34.02,34.1,408.5,242.2,25.0,15,500,0
38.57,57.38,407.0,82.1,30.0,5,100,0
39.51,42.91,410.2,58.7,35.0,2,100,0
48.2,96.26,380.5,363.2,15.0,2,250,1
139.16,134.39,341.2,1134.1,35.0,20,500,2
43.97,32.46,410.3,43.7,35.0,15,100,0
26.28,54.14,405.9,769.7,20.0,2,1000,0
57.92,98.63,381.3,372.9,25.0,1,250,1
51.0,63.28,406.8,899.5,40.0,5,1000,0
31.2,21.02,413.0,27.5,30.0,1,100,0
37.16,31.85,411.4,45.5,35.0,1,100,0
26.75,23.9,413.2,332.4,20.0,10,1000,0
44.4,56.42,407.9,397.9,35.0,5,500,0
124.65,135.47,340.1,2298.9,20.0,20,1000,2
39.5,36.87,411.3,257.2,30.0,15,500,0
63.18,80.29,384.5,600.7,40.0,1,500,1
46.63,70.11,405.0,251.2,25.0,25,250,0
35.37,62.04,407.0,88.8,15.0,25,100,0
32.0,58.45,405.4,831.1,20.0,10,1000,0
47.67,73.54,403.0,527.4,35.0,2,500,0
130.15,125.17,345.9,521.9,30.0,25,250,2
67.02,86.53,384.3,647.7,25.0,20,500,1
101.36,117.78,352.9,483.3,30.0,8,250,2
31.26,43.5,408.6,306.5,25.0,3,500,0
43.18,32.65,410.6,458.0,40.0,3,1000,0
70.03,110.35,354.6,1796.4,15.0,1,1000,2
27.89,52.44,407.8,74.7,15.0,15,100,0
42.16,49.84,408.2,72.3,30.0,15,100,0
47.15,24.53,410.9,84.5,35.0,20,250,0
23.33,25.9,412.3,361.3,15.0,12,1000,0
117.66,124.13,349.4,1023.7,35.0,10,500,2
37.3,57.61,407.2,818.6,30.0,2,1000,0
19.59,40.15,409.4,281.3,15.0,2,500,0
44.7,45.52,406.4,645.7,35.0,10,1000,0
98.49,111.3,352.4,184.0,35.0,5,100,2
46.52,69.61,403.3,100.0,30.0,12,100,0
40.08,71.75,404.1,102.1,20.0,20,100,0
36.6,72.59,405.8,104.7,20.0,12,100,0
91.19,113.7,352.3,1866.1,30.0,3,1000,2
44.13,24.54,410.6,346.3,30.0,25,1000,0
17.93,38.23,410.5,538.2,15.0,1,1000,0
115.95,130.69,340.9,2215.3,15.0,20,1000,2
51.13,94.77,382.6,1427.2,20.0,2,1000,1
40.43,26.21,411.2,367.6,30.0,20,1000,0
45.36,66.71,403.6,239.5,35.0,2,250,0
61.53,99.76,377.5,1522.8,20.0,8,1000,1
28.57,29.73,411.4,41.2,25.0,2,100,0
51.4,68.24,404.1,98.6,40.0,5,100,0
30.26,44.61,407.0,158.2,25.0,1,250,0
53.54,22.91,409.6,162.8,40.0,25,500,0
23.01,58.46,407.8,208.3,15.0,3,250,0
31.51,69.68,402.9,100.1,20.0,3,100,0
110.74,117.43,349.0,1940.6,40.0,8,1000,2
36.28,48.68,408.9,173.1,20.0,25,250,0
36.71,20.48,410.4,288.6,35.0,1,1000,0
68.49,87.46,385.8,1311.4,35.0,8,1000,1
59.08,81.26,385.9,301.9,30.0,5,250,1
43.35,44.88,407.8,62.6,35.0,10,100,0
41.47,20.58,413.4,27.0,30.0,20,100,0
23.08,27.73,410.7,37.4,20.0,3,100,0
21.3,35.23,410.8,246.0,15.0,8,500,0
57.22,102.3,378.1,1563.0,20.0,2,1000,1
38.98,54.5,408.6,770.6,20.0,25,1000,0
67.39,97.39,379.4,367.6,25.0,10,250,1
32.52,72.78,405.6,103.8,15.0,12,100,0
42.46,82.95,384.7,308.3,15.0,3,250,1
94.83,129.62,346.3,2163.3,20.0,1,1000,2
115.29,130.71,344.1,220.0,25.0,10,100,2
57.32,68.35,403.0,245.7,35.0,25,250,0
35.48,20.76,411.2,292.9,30.0,8,1000,0
31.1,23.11,410.9,160.6,30.0,1,500,0
107.38,134.65,343.7,564.3,25.0,2,250,2
37.59,52.53,406.8,747.2,30.0,3,1000,0
30.02,44.01,407.4,156.9,20.0,12,250,0
70.51,101.36,380.6,383.6,30.0,8,250,1
23.44,30.52,409.8,214.7,20.0,3,500,0
40.05,48.97,408.7,175.0,30.0,10,250,0
