osm_id,feature_type,latitude,longitude,name,voltage,capacity_kva,operator,ref,Sub Div Code,district,Feeder No
100876,transformer,27.2660864,93.9828697,North Lakhimpur DTR-012,11000,100 kVA,APDCL,171-0012,171,Lakhimpur,2
100387,transformer,26.3599252,92.624419,DTR 0008 Nagaon,11000,315 kVA,APDCL,121-0008,121,Nagaon,9
100369,transformer,26.0225866,91.0330298,Boko Feeder 3 T10,11000,500 kVA,APDCL,112-0010,112,Kamrup,3
101172,transformer,26.4237511,92.0057065,Mangaldoi DTR-003,11000,25 kVA,APDCL,211-0003,211,Darrang,3
101299,transformer,26.5196564,91.1407002,Pathsala DTR-003,11000,200 kVA,APDCL,243-0003,243,Barpeta,2
101265,transformer,26.4391589,91.4469397,Nalbari Town DTR-009,11000,250 kVA,APDCL,241-0009,241,Nalbari,12
100946,transformer,26.716821,92.7359802,DTR 0020 Tezpur,11000,200 kVA,APDCL,181-0020,181,Sonitpur,9
100083,transformer,26.0919269,91.7950389,Guwahati South Feeder 5 T04,11000,100 kVA,APDCL,102-0004,102,Kamrup Metro,1
100373,transformer,26.0150758,91.0310548,DTR 0014 Boko,11000,100 kVA,APDCL,112-0014,112,Kamrup,11
100921,transformer,27.368233,94.0035761,Bihpuria Feeder 8 T07,11000,25 kVA,APDCL,173-0007,173,Lakhimpur,8
100188,transformer,26.1769702,91.8056847,Guwahati East DTR-039,11000,25 kVA,APDCL,103-0039,103,Kamrup Metro,3
100252,transformer,26.1553555,91.6656544,DTR 0038 Guwaha,11000,100 kVA,APDCL,104-0038,104,Kamrup Metro,4
101210,transformer,26.2497088,92.3285369,Morigaon Feeder 1 T16,11000,100 kVA,APDCL,212-0016,212,Morigaon,8
100530,transformer,24.8279557,92.8211794,DTR 0041 Silcha,11000,250 kVA,APDCL,133-0041,133,Cachar,11
100757,transformer,27.5090555,94.9043928,Dibrugarh Town Feeder 6 T13,11000,63 kVA,APDCL,161-0013,161,Dibrugarh,1
100830,transformer,27.378914,95.30166,Duliajan Feeder 2 T01,11000,250 kVA,APDCL,163-0001,163,Dibrugarh,9
100840,transformer,27.3745347,95.3016703,DTR 0011 Duliaj,11000,250 kVA,APDCL,163-0011,163,Dibrugarh,1
100867,transformer,27.2509659,94.0958518,North Lakhimpur DTR-003,11000,100 kVA,APDCL,171-0003,171,Lakhimpur,10
100404,transformer,26.2983276,92.6680901,Nagaon Town Feeder 2 T25,11000,100 kVA,APDCL,121-0025,121,Nagaon,5
100257,transformer,26.159998,91.6732677,Guwahati West Feeder 4 T43,11000,100 kVA,APDCL,104-0043,104,Kamrup Metro,4
100204,transformer,26.1312597,91.8355773,Guwahati East Feeder 8 T55,11000,200 kVA,APDCL,103-0055,103,Kamrup Metro,5
100831,transformer,27.3558678,95.3176552,DTR 0002 Duliaj,11000,500 kVA,APDCL,163-0002,163,Dibrugarh,4
100127,transformer,26.1653294,91.7495817,Guwahati South DTR-048,11000,200 kVA,APDCL,102-0048,102,Kamrup Metro,9
100856,transformer,27.2955932,95.3598616,Naharkatia Feeder 8 T07,11000,200 kVA,APDCL,164-0007,164,Dibrugarh,8
100556,transformer,24.7796183,92.560596,Silchar West DTR-012,11000,25 kVA,APDCL,134-0012,134,Cachar,2
100690,transformer,26.7352929,94.2223801,Jorhat Town Feeder 1 T16,11000,200 kVA,APDCL,151-0016,151,Jorhat,8
100209,transformer,26.1943446,91.7694419,Guwahati East DTR-060,11000,500 kVA,APDCL,103-0060,103,Kamrup Metro,1
100785,transformer,27.4489042,94.921452,DTR 0041 Dibrug,11000,200 kVA,APDCL,161-0041,161,Dibrugarh,4
100151,transformer,26.1767621,91.8268667,DTR 0002 Guwaha,11000,63 kVA,APDCL,103-0002,103,Kamrup Metro,10
101343,transformer,26.491475,90.6937215,Bijni Feeder 8 T07,11000,100 kVA,APDCL,251-0007,251,Chirang,3
101197,transformer,26.238,92.3153554,Morigaon DTR-003,11000,100 kVA,APDCL,212-0003,212,Morigaon,12
100156,transformer,26.1899308,91.8123211,Guwahati East Feeder 8 T07,11000,100 kVA,APDCL,103-0007,103,Kamrup Metro,2
101031,transformer,26.4826166,90.5725723,Bongaigaon Feeder 8 T07,11000,100 kVA,APDCL,192-0007,192,Bongaigaon,10
100832,transformer,27.4050037,95.2942257,Duliajan DTR-003,11000,100 kVA,APDCL,163-0003,163,Dibrugarh,9
100589,transformer,24.892282,92.9210639,DTR 0005 Sonai,11000,25 kVA,APDCL,135-0005,135,Cachar,4
101115,transformer,26.9905064,94.6408667,Sivasagar Town Feeder 1 T16,11000,315 kVA,APDCL,201-0016,201,Sivasagar,3
100826,transformer,27.4704862,95.3390215,Tinsukia Feeder 6 T37,11000,200 kVA,APDCL,162-0037,162,Tinsukia,12
100963,transformer,26.6450982,92.8006156,Tezpur Feeder 6 T37,11000,100 kVA,APDCL,181-0037,181,Sonitpur,12
100411,transformer,26.3100984,92.7388704,DTR 0032 Nagaon,11000,63 kVA,APDCL,121-0032,121,Nagaon,10
100124,transformer,26.140465,91.7701518,Guwahati South DTR-045,11000,250 kVA,APDCL,102-0045,102,Kamrup Metro,3
100881,transformer,27.2333628,94.088254,DTR 0017 North,11000,315 kVA,APDCL,171-0017,171,Lakhimpur,7
101186,transformer,26.5028118,92.0124808,DTR 0017 Mangal,11000,500 kVA,APDCL,211-0017,211,Darrang,5
100928,transformer,26.620401,92.7739505,DTR 0002 Tezpur,11000,63 kVA,APDCL,181-0002,181,Sonitpur,8
100991,transformer,26.7446918,93.151207,Biswanath Chariali Feeder 8 T07,11000,500 kVA,APDCL,183-0007,183,Biswanath,8
100753,transformer,27.4438245,94.9114837,Dibrugarh Town DTR-009,11000,63 kVA,APDCL,161-0009,161,Dibrugarh,4
100751,transformer,27.5185743,94.8817212,Dibrugarh Town Feeder 8 T07,11000,100 kVA,APDCL,161-0007,161,Dibrugarh,9
100959,transformer,26.6325656,92.8202046,Tezpur DTR-033,11000,63 kVA,APDCL,181-0033,181,Sonitpur,1
100504,transformer,24.8275926,92.808956,Silchar Town DTR-015,11000,250 kVA,APDCL,133-0015,133,Cachar,9
100738,transformer,26.8862454,94.1341168,Majuli DTR-009,11000,25 kVA,APDCL,153-0009,153,Majuli,12
100234,transformer,26.163428,91.6695839,DTR 0020 Guwaha,11000,200 kVA,APDCL,104-0020,104,Kamrup Metro,1
100918,transformer,27.3438709,93.9930491,Bihpuria Feeder 5 T04,11000,25 kVA,APDCL,173-0004,173,Lakhimpur,3
101214,transformer,25.8589699,93.4802404,DTR 0002 Diphu,11000,100 kVA,APDCL,221-0002,221,Karbi Anglong,2
101268,transformer,26.4287774,91.4426061,Nalbari Town DTR-012,11000,100 kVA,APDCL,241-0012,241,Nalbari,1
100207,transformer,26.1699695,91.833181,Guwahati East Feeder 3 T58,11000,63 kVA,APDCL,103-0058,103,Kamrup Metro,4
101273,transformer,26.3880065,91.4530594,DTR 0017 Nalbar,11000,63 kVA,APDCL,241-0017,241,Nalbari,9
100523,transformer,24.7896768,92.7931915,Silchar Town Feeder 3 T34,11000,25 kVA,APDCL,133-0034,133,Cachar,3
101149,transformer,26.4987243,93.9410118,DTR 0020 Golagh,11000,315 kVA,APDCL,202-0020,202,Golaghat,7
101182,transformer,26.4317616,92.041726,Mangaldoi Feeder 6 T13,11000,100 kVA,APDCL,211-0013,211,Darrang,8
100337,transformer,26.4555938,91.6241269,Rangia DTR-003,11000,100 kVA,APDCL,111-0003,111,Kamrup,9
100673,transformer,24.8156423,92.3498409,Karimganj DTR-024,11000,200 kVA,APDCL,142-0024,142,Karimganj,1
100230,transformer,26.1637,91.662207,Guwahati West Feeder 1 T16,11000,500 kVA,APDCL,104-0016,104,Kamrup Metro,10
101270,transformer,26.397327,91.4281263,DTR 0014 Nalbar,11000,100 kVA,APDCL,241-0014,241,Nalbari,7
100255,transformer,26.1548948,91.6684611,DTR 0041 Guwaha,11000,63 kVA,APDCL,104-0041,104,Kamrup Metro,8
100981,transformer,26.8634412,92.6989348,Rangapara DTR-015,11000,100 kVA,APDCL,182-0015,182,Sonitpur,5
101291,transformer,26.6382033,91.3135996,Mushalpur Feeder 3 T10,11000,250 kVA,APDCL,242-0010,242,Baksa,5
100953,transformer,26.5846495,92.7515226,Tezpur DTR-027,11000,200 kVA,APDCL,181-0027,181,Sonitpur,7
100302,transformer,26.1581506,91.7998388,Dispur DTR-033,11000,63 kVA,APDCL,105-0033,105,Kamrup Metro,8
100843,transformer,27.3856355,95.3021664,DTR 0014 Duliaj,11000,500 kVA,APDCL,163-0014,163,Dibrugarh,12
100122,transformer,26.1103958,91.6983735,Guwahati South Feeder 4 T43,11000,63 kVA,APDCL,102-0043,102,Kamrup Metro,7
100734,transformer,26.9399202,94.1698832,DTR 0005 Majuli,11000,100 kVA,APDCL,153-0005,153,Majuli,1
100638,transformer,24.6859411,92.5425226,Hailakandi DTR-009,11000,200 kVA,APDCL,141-0009,141,Hailakandi,2
100018,transformer,26.1671665,91.6675837,Guwahati North Feeder 4 T19,11000,100 kVA,APDCL,101-0019,101,Kamrup Metro,1
100729,transformer,26.6199801,94.2214365,Titabor DTR-015,11000,250 kVA,APDCL,152-0015,152,Jorhat,6
100421,transformer,26.3123587,92.6949753,Nagaon Town DTR-042,11000,200 kVA,APDCL,121-0042,121,Nagaon,6
100224,transformer,26.1763801,91.6643413,Guwahati West Feeder 3 T10,11000,100 kVA,APDCL,104-0010,104,Kamrup Metro,9
100043,transformer,26.1874732,91.720795,DTR 0044 Guwaha,11000,100 kVA,APDCL,101-0044,101,Kamrup Metro,4
100744,transformer,26.8547702,94.1534593,Majuli DTR-015,11000,250 kVA,APDCL,153-0015,153,Majuli,6
101328,transformer,26.478745,91.0134823,DTR 0014 Barpet,11000,100 kVA,APDCL,244-0014,244,Barpeta,2
100360,transformer,25.9787634,91.0389055,Boko Feeder 2 T01,11000,250 kVA,APDCL,112-0001,112,Kamrup,10
100342,transformer,26.5093827,91.6636324,DTR 0008 Rangia,11000,500 kVA,APDCL,111-0008,111,Kamrup,8
100153,transformer,26.1634037,91.8148239,Guwahati East Feeder 5 T04,11000,63 kVA,APDCL,103-0004,103,Kamrup Metro,3
100097,transformer,26.1306446,91.7958882,Guwahati South DTR-018,11000,100 kVA,APDCL,102-0018,102,Kamrup Metro,4
100417,transformer,26.3599382,92.675578,DTR 0038 Nagaon,11000,315 kVA,APDCL,121-0038,121,Nagaon,7
100020,transformer,26.250712,91.7468125,Guwahati North DTR-021,11000,200 kVA,APDCL,101-0021,101,Kamrup Metro,4
100871,transformer,27.2581268,94.112472,North Lakhimpur Feeder 8 T07,11000,200 kVA,APDCL,171-0007,171,Lakhimpur,10
100967,transformer,26.9094216,92.6683475,Rangapara Feeder 2 T01,11000,63 kVA,APDCL,182-0001,182,Sonitpur,11
100103,transformer,26.139185,91.7711882,Guwahati South DTR-024,11000,200 kVA,APDCL,102-0024,102,Kamrup Metro,7
100723,transformer,26.538965,94.193993,Titabor DTR-009,11000,100 kVA,APDCL,152-0009,152,Jorhat,12
100235,transformer,26.1396408,91.7145845,Guwahati West DTR-021,11000,250 kVA,APDCL,104-0021,104,Kamrup Metro,12
100041,transformer,26.190469,91.7058288,Guwahati North DTR-042,11000,100 kVA,APDCL,101-0042,101,Kamrup Metro,12
100767,transformer,27.5006531,94.9138375,DTR 0023 Dibrug,11000,100 kVA,APDCL,161-0023,161,Dibrugarh,2
100273,transformer,26.1001026,91.8448129,Dispur Feeder 5 T04,11000,200 kVA,APDCL,105-0004,105,Kamrup Metro,1
100781,transformer,27.4538973,94.8925838,Dibrugarh Town Feeder 6 T37,11000,63 kVA,APDCL,161-0037,161,Dibrugarh,9
100046,transformer,26.2380419,91.7416556,DTR 0047 Guwaha,11000,315 kVA,APDCL,101-0047,101,Kamrup Metro,4
100028,transformer,26.0747692,91.6986824,DTR 0029 Guwaha,11000,25 kVA,APDCL,101-0029,101,Kamrup Metro,11
101064,transformer,26.3512412,90.1826926,Kokrajhar Feeder 3 T10,11000,500 kVA,APDCL,193-0010,193,Kokrajhar,10
100155,transformer,26.166842,91.8135694,Guwahati East DTR-006,11000,200 kVA,APDCL,103-0006,103,Kamrup Metro,7
101341,transformer,26.4849787,90.7149793,DTR 0005 Bijni,11000,250 kVA,APDCL,251-0005,251,Chirang,10
101169,transformer,26.6886593,93.5755378,Bokakhat DTR-015,11000,200 kVA,APDCL,203-0015,203,Golaghat,2
101243,transformer,26.2174549,92.8127832,DTR 0011 Hamren,11000,100 kVA,APDCL,222-0011,222,Karbi Anglong,1
101226,transformer,25.8075956,93.4230109,DTR 0014 Diphu,11000,100 kVA,APDCL,221-0014,221,Karbi Anglong,6
100416,transformer,26.3396166,92.7170908,Nagaon Town Feeder 6 T37,11000,25 kVA,APDCL,121-0037,121,Nagaon,6
100246,transformer,26.156651,91.6623404,DTR 0032 Guwaha,11000,63 kVA,APDCL,104-0032,104,Kamrup Metro,7
100196,transformer,26.1717584,91.8475759,DTR 0047 Guwaha,11000,200 kVA,APDCL,103-0047,103,Kamrup Metro,8
100409,transformer,26.3986694,92.6302992,Nagaon Town DTR-030,11000,25 kVA,APDCL,121-0030,121,Nagaon,11
100696,transformer,26.6527453,94.1867292,Jorhat Town Feeder 7 T22,11000,100 kVA,APDCL,151-0022,151,Jorhat,9
101093,transformer,26.0078158,89.9775109,DTR 0014 Dhubri,11000,500 kVA,APDCL,194-0014,194,Dhubri,1
101017,transformer,26.1698809,90.6244187,Goalpara Town DTR-018,11000,100 kVA,APDCL,191-0018,191,Goalpara,4
100933,transformer,26.6808545,92.8493401,Tezpur Feeder 8 T07,11000,25 kVA,APDCL,181-0007,181,Sonitpur,11
101068,transformer,26.4180101,90.2587814,DTR 0014 Kokraj,11000,315 kVA,APDCL,193-0014,193,Kokrajhar,8
100746,transformer,27.4655979,94.8881917,DTR 0002 Dibrug,11000,63 kVA,APDCL,161-0002,161,Dibrugarh,3
101295,transformer,26.6385426,91.2958568,DTR 0014 Mushal,11000,25 kVA,APDCL,242-0014,242,Baksa,10
100689,transformer,26.772717,94.2050593,Jorhat Town DTR-015,11000,200 kVA,APDCL,151-0015,151,Jorhat,10
100001,transformer,26.1893606,91.7124961,DTR 0002 Guwaha,11000,315 kVA,APDCL,101-0002,101,Kamrup Metro,2
100294,transformer,26.1357928,91.7989137,Dispur Feeder 2 T25,11000,25 kVA,APDCL,105-0025,105,Kamrup Metro,3
100945,transformer,26.6573466,92.7936686,Tezpur Feeder 4 T19,11000,63 kVA,APDCL,181-0019,181,Sonitpur,8
100168,transformer,26.1884685,91.8233669,Guwahati East Feeder 4 T19,11000,100 kVA,APDCL,103-0019,103,Kamrup Metro,6
100077,transformer,26.1509981,91.6512584,Guwahati North DTR-078,11000,315 kVA,APDCL,101-0078,101,Kamrup Metro,5
100468,transformer,25.7193124,93.1879871,DTR 0014 Lumdin,11000,100 kVA,APDCL,123-0014,123,Hojai,6
100500,transformer,24.8213905,92.7971234,DTR 0011 Silcha,11000,63 kVA,APDCL,133-0011,133,Cachar,4
100812,transformer,27.548303,95.4157607,DTR 0023 Tinsuk,11000,100 kVA,APDCL,162-0023,162,Tinsukia,3
100988,transformer,26.7048547,93.1580821,Biswanath Chariali Feeder 5 T04,11000,200 kVA,APDCL,183-0004,183,Biswanath,12
101033,transformer,26.4212654,90.4790664,Bongaigaon DTR-009,11000,100 kVA,APDCL,192-0009,192,Bongaigaon,9
100902,transformer,27.4802344,94.5729977,DTR 0008 Dhemaj,11000,200 kVA,APDCL,172-0008,172,Dhemaji,1
100334,transformer,26.1572084,91.672158,Jalukbari DTR-030,11000,100 kVA,APDCL,106-0030,106,Kamrup Metro,4
100076,transformer,26.2019283,91.6994625,DTR 0077 Guwaha,11000,315 kVA,APDCL,101-0077,101,Kamrup Metro,1
100254,transformer,26.1569817,91.760149,Guwahati West Feeder 1 T40,11000,100 kVA,APDCL,104-0040,104,Kamrup Metro,11
100009,transformer,26.2367391,91.7666371,Guwahati North Feeder 3 T10,11000,200 kVA,APDCL,101-0010,101,Kamrup Metro,2
100433,transformer,25.9970011,92.9027166,Hojai DTR-009,11000,500 kVA,APDCL,122-0009,122,Hojai,1
101070,transformer,26.4353402,90.3635472,Kokrajhar Feeder 1 T16,11000,100 kVA,APDCL,193-0016,193,Kokrajhar,9
100292,transformer,26.1327796,91.7956447,DTR 0023 Dispur,11000,100 kVA,APDCL,105-0023,105,Kamrup Metro,10
101319,transformer,26.4808524,91.0285011,DTR 0005 Barpet,11000,100 kVA,APDCL,244-0005,244,Barpeta,10
100386,transformer,26.2690485,92.7685825,Nagaon Town Feeder 8 T07,11000,250 kVA,APDCL,121-0007,121,Nagaon,5
100426,transformer,25.9787943,92.9719101,DTR 0002 Hojai,11000,100 kVA,APDCL,122-0002,122,Hojai,12
100647,transformer,24.7098874,92.5825489,Hailakandi DTR-018,11000,200 kVA,APDCL,141-0018,141,Hailakandi,5
100379,transformer,26.0123922,91.0318662,DTR 0020 Boko,11000,315 kVA,APDCL,112-0020,112,Kamrup,1
100226,transformer,26.1624735,91.6696914,Guwahati West DTR-012,11000,200 kVA,APDCL,104-0012,104,Kamrup Metro,4
100994,transformer,26.7574101,93.1250203,Biswanath Chariali Feeder 3 T10,11000,25 kVA,APDCL,183-0010,183,Biswanath,2
100329,transformer,26.1537386,91.6579057,Jalukbari Feeder 2 T25,11000,100 kVA,APDCL,106-0025,106,Kamrup Metro,8
100314,transformer,26.1589548,91.6704769,Jalukbari Feeder 3 T10,11000,100 kVA,APDCL,106-0010,106,Kamrup Metro,9
100419,transformer,26.3423731,92.6895846,Nagaon Town Feeder 1 T40,11000,25 kVA,APDCL,121-0040,121,Nagaon,11
101355,transformer,26.4335353,90.5053315,Sidli Feeder 5 T04,11000,63 kVA,APDCL,252-0004,252,Chirang,5
101302,transformer,26.4778386,91.1438865,Pathsala DTR-006,11000,200 kVA,APDCL,243-0006,243,Barpeta,11
101283,transformer,26.6531401,91.3185022,DTR 0002 Mushal,11000,500 kVA,APDCL,242-0002,242,Baksa,6
100519,transformer,24.8129933,92.7848158,Silchar Town DTR-030,11000,100 kVA,APDCL,133-0030,133,Cachar,1
100374,transformer,25.9749537,90.9352317,Boko DTR-015,11000,315 kVA,APDCL,112-0015,112,Kamrup,2
101092,transformer,26.031415,90.025927,Dhubri Feeder 6 T13,11000,63 kVA,APDCL,194-0013,194,Dhubri,3
100595,transformer,24.8553694,92.9308987,DTR 0011 Sonai,11000,200 kVA,APDCL,135-0011,135,Cachar,4
100201,transformer,26.1749353,91.8509205,Guwahati East Feeder 5 T52,11000,100 kVA,APDCL,103-0052,103,Kamrup Metro,5
100514,transformer,24.8610311,92.778771,Silchar Town Feeder 2 T25,11000,100 kVA,APDCL,133-0025,133,Cachar,4
100102,transformer,26.1278519,91.7632628,DTR 0023 Guwaha,11000,500 kVA,APDCL,102-0023,102,Kamrup Metro,7
100679,transformer,26.7723834,94.1788557,DTR 0005 Jorhat,11000,63 kVA,APDCL,151-0005,151,Jorhat,11
100035,transformer,26.0924524,91.6501111,Guwahati North DTR-036,11000,250 kVA,APDCL,101-0036,101,Kamrup Metro,1
100225,transformer,26.1536003,91.6477576,DTR 0011 Guwaha,11000,200 kVA,APDCL,104-0011,104,Kamrup Metro,8
100675,transformer,26.7988993,94.1227712,Jorhat Town Feeder 2 T01,11000,100 kVA,APDCL,151-0001,151,Jorhat,6
101038,transformer,26.4526132,90.5560619,DTR 0014 Bongai,11000,25 kVA,APDCL,192-0014,192,Bongaigaon,4
101079,transformer,26.3819802,90.2355496,Kokrajhar Feeder 2 T25,11000,315 kVA,APDCL,193-0025,193,Kokrajhar,1
100774,transformer,27.4462925,94.9101071,Dibrugarh Town DTR-030,11000,100 kVA,APDCL,161-0030,161,Dibrugarh,2
100170,transformer,26.1788665,91.8117073,Guwahati East DTR-021,11000,25 kVA,APDCL,103-0021,103,Kamrup Metro,9
100198,transformer,26.1794634,91.8219685,Guwahati East Feeder 2 T49,11000,250 kVA,APDCL,103-0049,103,Kamrup Metro,2
100488,transformer,26.1384948,92.655795,DTR 0014 Doboka,11000,25 kVA,APDCL,124-0014,124,Nagaon,1
100658,transformer,24.809278,92.310262,Karimganj DTR-009,11000,315 kVA,APDCL,142-0009,142,Karimganj,1
100453,transformer,25.9422286,92.8644547,DTR 0029 Hojai,11000,100 kVA,APDCL,122-0029,122,Hojai,7
101121,transformer,27.0317596,94.6506954,Sivasagar Town Feeder 7 T22,11000,200 kVA,APDCL,201-0022,201,Sivasagar,2
100082,transformer,26.0600867,91.7757683,Guwahati South DTR-003,11000,63 kVA,APDCL,102-0003,102,Kamrup Metro,11
100131,transformer,26.1326945,91.8232107,Guwahati South Feeder 5 T52,11000,200 kVA,APDCL,102-0052,102,Kamrup Metro,9
100165,transformer,26.1585872,91.8125058,Guwahati East Feeder 1 T16,11000,200 kVA,APDCL,103-0016,103,Kamrup Metro,4
100890,transformer,27.1625712,94.1332795,DTR 0026 North,11000,500 kVA,APDCL,171-0026,171,Lakhimpur,5
100354,transformer,26.4796762,91.5974676,DTR 0020 Rangia,11000,63 kVA,APDCL,111-0020,111,Kamrup,8
101259,transformer,26.4518373,91.4087182,Nalbari Town DTR-003,11000,100 kVA,APDCL,241-0003,241,Nalbari,5
101034,transformer,26.4304668,90.5464521,Bongaigaon Feeder 3 T10,11000,200 kVA,APDCL,192-0010,192,Bongaigaon,9
100141,transformer,26.1422745,91.7738484,DTR 0062 Guwaha,11000,250 kVA,APDCL,102-0062,102,Kamrup Metro,3
100232,transformer,26.1177653,91.6847432,Guwahati West DTR-018,11000,315 kVA,APDCL,104-0018,104,Kamrup Metro,7
101337,transformer,26.4958433,90.6989329,Bijni Feeder 2 T01,11000,500 kVA,APDCL,251-0001,251,Chirang,3
100598,transformer,24.9019065,92.9117898,DTR 0014 Sonai,11000,100 kVA,APDCL,135-0014,135,Cachar,4
100778,transformer,27.5380918,94.8836504,Dibrugarh Town Feeder 3 T34,11000,25 kVA,APDCL,161-0034,161,Dibrugarh,9
100239,transformer,26.1402541,91.6667515,Guwahati West Feeder 2 T25,11000,250 kVA,APDCL,104-0025,104,Kamrup Metro,1
100693,transformer,26.7783826,94.2356471,Jorhat Town Feeder 4 T19,11000,200 kVA,APDCL,151-0019,151,Jorhat,12
100732,transformer,26.8790321,94.1870839,Majuli DTR-003,11000,100 kVA,APDCL,153-0003,153,Majuli,11
100405,transformer,26.29775,92.7048929,DTR 0026 Nagaon,11000,500 kVA,APDCL,121-0026,121,Nagaon,6
101294,transformer,26.6624517,91.2618318,Mushalpur Feeder 6 T13,11000,315 kVA,APDCL,242-0013,242,Baksa,7
100056,transformer,26.29838,91.7556583,Guwahati North DTR-057,11000,63 kVA,APDCL,101-0057,101,Kamrup Metro,4
101089,transformer,26.022012,89.9993038,Dhubri Feeder 3 T10,11000,100 kVA,APDCL,194-0010,194,Dhubri,4
100766,transformer,27.4907662,94.9320819,Dibrugarh Town Feeder 7 T22,11000,500 kVA,APDCL,161-0022,161,Dibrugarh,10
100331,transformer,26.1601056,91.6666,Jalukbari DTR-027,11000,63 kVA,APDCL,106-0027,106,Kamrup Metro,6
100695,transformer,26.7115458,94.2301941,Jorhat Town DTR-021,11000,250 kVA,APDCL,151-0021,151,Jorhat,11
100603,transformer,24.8611428,92.9313806,Sonai Feeder 4 T19,11000,315 kVA,APDCL,135-0019,135,Cachar,8
101011,transformer,26.1907666,90.5794394,Goalpara Town DTR-012,11000,100 kVA,APDCL,191-0012,191,Goalpara,8
101170,transformer,26.4433155,92.031412,Mangaldoi Feeder 2 T01,11000,25 kVA,APDCL,211-0001,211,Darrang,12
100752,transformer,27.4753267,94.8983309,DTR 0008 Dibrug,11000,25 kVA,APDCL,161-0008,161,Dibrugarh,4
101336,transformer,26.4925015,90.9816135,Barpeta Road Feeder 7 T22,11000,315 kVA,APDCL,244-0022,244,Barpeta,1
100061,transformer,26.1719086,91.6300579,DTR 0062 Guwaha,11000,100 kVA,APDCL,101-0062,101,Kamrup Metro,4
100979,transformer,26.8593268,92.668793,Rangapara Feeder 6 T13,11000,100 kVA,APDCL,182-0013,182,Sonitpur,2
101153,transformer,26.4445577,94.008148,Golaghat DTR-024,11000,100 kVA,APDCL,202-0024,202,Golaghat,8
100798,transformer,27.3989428,95.318665,Tinsukia DTR-009,11000,100 kVA,APDCL,162-0009,162,Tinsukia,5
100680,transformer,26.7729802,94.13935,Jorhat Town DTR-006,11000,315 kVA,APDCL,151-0006,151,Jorhat,3
100708,transformer,26.7642848,94.2813271,Jorhat Town Feeder 3 T34,11000,100 kVA,APDCL,151-0034,151,Jorhat,5
100336,transformer,26.401454,91.7295362,DTR 0002 Rangia,11000,100 kVA,APDCL,111-0002,111,Kamrup,3
100304,transformer,26.1460003,91.7955981,DTR 0035 Dispur,11000,100 kVA,APDCL,105-0035,105,Kamrup Metro,5
101002,transformer,26.2050635,90.5709956,Goalpara Town DTR-003,11000,63 kVA,APDCL,191-0003,191,Goalpara,8
100888,transformer,27.259545,94.0935218,North Lakhimpur DTR-024,11000,100 kVA,APDCL,171-0024,171,Lakhimpur,3
101361,transformer,26.4581631,90.5528284,Sidli Feeder 3 T10,11000,25 kVA,APDCL,252-0010,252,Chirang,2
101032,transformer,26.4702993,90.5173767,DTR 0008 Bongai,11000,100 kVA,APDCL,192-0008,192,Bongaigaon,12
100017,transformer,26.1888035,91.729496,Guwahati North DTR-018,11000,315 kVA,APDCL,101-0018,101,Kamrup Metro,4
100098,transformer,26.1554287,91.7723111,Guwahati South Feeder 4 T19,11000,63 kVA,APDCL,102-0019,102,Kamrup Metro,5
100745,transformer,27.4893354,94.9062015,Dibrugarh Town Feeder 2 T01,11000,100 kVA,APDCL,161-0001,161,Dibrugarh,7
100912,transformer,27.4800919,94.5698489,Dhemaji DTR-018,11000,200 kVA,APDCL,172-0018,172,Dhemaji,12
100371,transformer,26.0261222,91.046682,Boko DTR-012,11000,200 kVA,APDCL,112-0012,112,Kamrup,3
100702,transformer,26.790597,94.2809186,Jorhat Town Feeder 5 T28,11000,100 kVA,APDCL,151-0028,151,Jorhat,5
100941,transformer,26.6910404,92.7627163,Tezpur DTR-015,11000,63 kVA,APDCL,181-0015,181,Sonitpur,4
100228,transformer,26.1791709,91.651844,DTR 0014 Guwaha,11000,200 kVA,APDCL,104-0014,104,Kamrup Metro,6
100758,transformer,27.4603745,94.8918804,DTR 0014 Dibrug,11000,25 kVA,APDCL,161-0014,161,Dibrugarh,7
100516,transformer,24.8050746,92.7575658,Silchar Town DTR-027,11000,500 kVA,APDCL,133-0027,133,Cachar,4
100268,transformer,26.136945,91.6835365,Guwahati West DTR-054,11000,200 kVA,APDCL,104-0054,104,Kamrup Metro,9
101187,transformer,26.4179111,91.9696095,Mangaldoi DTR-018,11000,200 kVA,APDCL,211-0018,211,Darrang,10
101030,transformer,26.5028867,90.5254308,Bongaigaon DTR-006,11000,315 kVA,APDCL,192-0006,192,Bongaigaon,11
100593,transformer,24.8328395,92.9241703,Sonai DTR-009,11000,200 kVA,APDCL,135-0009,135,Cachar,5
101078,transformer,26.3722349,90.2935534,Kokrajhar DTR-024,11000,25 kVA,APDCL,193-0024,193,Kokrajhar,7
101332,transformer,26.4791606,90.9757933,Barpeta Road DTR-018,11000,500 kVA,APDCL,244-0018,244,Barpeta,7
100897,transformer,27.4893804,94.528939,Dhemaji DTR-003,11000,315 kVA,APDCL,172-0003,172,Dhemaji,6
101103,transformer,27.0362179,94.6919653,Sivasagar Town Feeder 5 T04,11000,200 kVA,APDCL,201-0004,201,Sivasagar,8
100005,transformer,26.1794852,91.778741,Guwahati North DTR-006,11000,25 kVA,APDCL,101-0006,101,Kamrup Metro,3
100861,transformer,27.2911926,95.3508829,Naharkatia DTR-012,11000,250 kVA,APDCL,164-0012,164,Dibrugarh,10
